Nombre,Estado,Provincia,"Población
Censo 1981-03-01","Población
Censo 1991-03-01","Población
Censo 2001-11-01","Población
Censo 2011-11-01",Poblacion2018
El Rasillo de Cameros,Municipio,La Rioja,115,125,116,144,130
El Redal,Municipio,La Rioja,262,243,211,160,138
El Villar de Arnedo,Municipio,La Rioja,850,777,705,649,597
Enciso,Municipio,La Rioja,202,188,170,163,167
Entrena,Municipio,La Rioja,1.170,1.117,1.148,1.512,1.519
Estollo,Municipio,La Rioja,179,156,122,100,93
Ezcaray,Municipio,La Rioja,1.717,1.749,1.912,2.049,2.027
Foncea,Municipio,La Rioja,171,157,116,99,96
Fonzaleche,Municipio,La Rioja,236,201,157,155,134
Fuenmayor,Municipio,La Rioja,2.062,2.111,2.553,3.180,3.108
Galbárruli,Municipio,La Rioja,64,60,61,63,50
Galilea,Municipio,La Rioja,286,286,283,384,332
Gallinero de Cameros,Municipio,La Rioja,20,25,25,25,18
Gimileo,Municipio,La Rioja,82,95,85,125,116
Grañón,Municipio,La Rioja,598,487,396,294,255
Grávalos,Municipio,La Rioja,399,312,274,222,179
Haro,Municipio,La Rioja,8.712,8.778,9.402,11.747,11.309
Herce,Municipio,La Rioja,392,380,398,366,330
Herramélluri,Municipio,La Rioja,222,196,142,114,110
Hervías,Municipio,La Rioja,317,224,149,140,120
Hormilla,Municipio,La Rioja,580,499,454,446,440
Hormilleja,Municipio,La Rioja,234,195,171,163,130
Hornillos de Cameros,Municipio,La Rioja,39,30,15,14,18
Hornos de Moncalvillo,Municipio,La Rioja,91,106,93,87,92
Huércanos,Municipio,La Rioja,1.010,935,909,892,818
Igea,Municipio,La Rioja,1.048,983,740,698,608
Jalón de Cameros,Municipio,La Rioja,31,41,48,24,18
Laguna de Cameros,Municipio,La Rioja,224,178,170,135,116
Lagunilla del Jubera,Municipio,La Rioja,349,366,310,325,293
Lardero,Municipio,La Rioja,2.552,3.016,4.198,8.679,10.193
Ledesma de la Cogolla,Municipio,La Rioja,30,21,21,19,15
Leiva,Municipio,La Rioja,436,359,253,290,238
Leza de Río Leza,Municipio,La Rioja,23,27,36,50,33
Logroño,Municipio,La Rioja,109.536,122.254,133.058,152.698,151.113
Lumbreras,Municipio,La Rioja,155,184,157,163,168
Manjarrés,Municipio,La Rioja,165,148,143,128,117
Mansilla de la Sierra,Municipio,La Rioja,65,49,54,64,55
Manzanares de Rioja,Municipio,La Rioja,177,147,116,99,72
Matute,Municipio,La Rioja,237,192,179,133,93
Medrano,Municipio,La Rioja,315,238,206,297,321
Munilla,Municipio,La Rioja,96,142,120,123,108
Murillo de Río Leza,Municipio,La Rioja,2.012,1.611,1.360,1.699,1.654
Muro de Aguas,Municipio,La Rioja,52,70,65,65,59
Muro en Cameros,Municipio,La Rioja,61,44,36,48,39
Nájera,Municipio,La Rioja,6.172,6.907,7.105,8.382,8.047
Nalda,Municipio,La Rioja,945,905,895,1.007,988
Navajún,Municipio,La Rioja,19,20,18,20,15
Navarrete,Municipio,La Rioja,2.049,2.021,2.211,2.880,2.952
Nestares,Municipio,La Rioja,36,59,76,77,86
Nieva de Cameros,Municipio,La Rioja,146,120,100,100,92
Ochánduri,Municipio,La Rioja,151,117,100,110,82
Ocón,Municipio,La Rioja,392,335,369,327,282
Ojacastro,Municipio,La Rioja,285,245,229,191,175
Ollauri,Municipio,La Rioja,310,314,285,307,286
Ortigosa de Cameros,Municipio,La Rioja,336,355,327,279,246
Pazuengos,Municipio,La Rioja,35,46,44,35,31
Pedroso,Municipio,La Rioja,135,117,100,85,76
Pinillos,Municipio,La Rioja,29,26,29,16,15
Pradejón,Municipio,La Rioja,2.756,2.855,3.359,4.009,3.822
Pradillo,Municipio,La Rioja,92,113,77,67,71
Préjano,Municipio,La Rioja,267,220,205,266,217
Quel,Municipio,La Rioja,2.140,2.047,1.958,2.083,2.032
Rabanera,Municipio,La Rioja,36,46,41,46,32
Ribafrecha,Municipio,La Rioja,1.208,1.085,940,1.014,961
Rincón de Soto,Municipio,La Rioja,3.396,3.329,3.485,3.792,3.722
Robres del Castillo,Municipio,La Rioja,39,27,34,27,29
Rodezno,Municipio,La Rioja,402,367,321,294,229
Sajazarra,Municipio,La Rioja,211,173,132,131,130
San Asensio,Municipio,La Rioja,1.513,1.392,1.265,1.209,1.124
San Millán de la Cogolla,Municipio,La Rioja,315,299,269,269,222
San Millán de Yécora,Municipio,La Rioja,137,79,51,47,35
San Román de Cameros,Municipio,La Rioja,188,191,180,160,142
Santa Coloma,Municipio,La Rioja,185,169,140,120,88
Santa Engracia del Jubera,Municipio,La Rioja,230,193,208,189,154
Santa Eulalia Bajera,Municipio,La Rioja,140,115,129,122,107
Santo Domingo de la Calzada,Municipio,La Rioja,5.708,5.490,5.622,6.614,6.231
San Torcuato,Municipio,La Rioja,209,134,96,81,64
Santurde de Rioja,Municipio,La Rioja,377,242,314,321,288
Santurdejo,Municipio,La Rioja,283,324,178,149,109
San Vicente de la Sonsierra,Municipio,La Rioja,1.251,1.151,1.139,1.090,1.015
Sojuela,Municipio,La Rioja,113,94,90,256,296
Sorzano,Municipio,La Rioja,305,273,208,241,232
Sotés,Municipio,La Rioja,316,294,254,291,297
Soto en Cameros,Municipio,La Rioja,125,121,152,143,87
Terroba,Municipio,La Rioja,22,35,31,36,30
Tirgo,Municipio,La Rioja,309,290,236,227,186
Tobía,Municipio,La Rioja,69,70,71,65,47
Tormantos,Municipio,La Rioja,288,225,200,148,139
Torrecilla en Cameros,Municipio,La Rioja,540,506,540,536,464
Torrecilla sobre Alesanco,Municipio,La Rioja,113,110,63,37,30
Torre en Cameros,Municipio,La Rioja,14,14,15,12,10
Torremontalbo,Municipio,La Rioja,17,12,22,14,10
Treviana,Municipio,La Rioja,415,313,245,188,168
Tricio,Municipio,La Rioja,459,401,403,376,358
Tudelilla,Municipio,La Rioja,629,517,418,361,359
Uruñuela,Municipio,La Rioja,761,729,781,961,988
Valdemadera,Municipio,La Rioja,24,17,12,9,8
Valgañón,Municipio,La Rioja,201,184,145,123,133
Ventosa,Municipio,La Rioja,182,148,129,166,169
Ventrosa,Municipio,La Rioja,90,97,90,70,59
Viguera,Municipio,La Rioja,432,405,339,432,390
Villalba de Rioja,Municipio,La Rioja,195,178,158,152,154
Villalobar de Rioja,Municipio,La Rioja,208,139,120,67,67
Villamediana de Iregua,Municipio,La Rioja,2.037,1.883,2.506,7.162,7.973
Villanueva de Cameros,Municipio,La Rioja,135,123,125,92,72
Villar de Torre,Municipio,La Rioja,493,366,283,244,163
Villarejo,Municipio,La Rioja,74,48,49,34,27
Villarroya,Municipio,La Rioja,19,13,8,9,5
Villarta-Quintana,Municipio,La Rioja,307,238,198,163,140
Villavelayo,Municipio,La Rioja,88,71,86,52,48
Villaverde de Rioja,Municipio,La Rioja,115,98,98,71,57
Villoslada de Cameros,Municipio,La Rioja,366,392,380,361,325
Viniegra de Abajo,Municipio,La Rioja,125,143,113,97,78
Viniegra de Arriba,Municipio,La Rioja,49,44,55,49,42
Zarratón,Municipio,La Rioja,343,311,253,292,258
Zarzosa,Municipio,La Rioja,20,17,11,15,14
Zorraquín,Municipio,La Rioja,48,43,57,88,91
Abadiño (Abadiano),Municipio,Vizcaya,6.609,7.070,6.843,7.350,7.533
Abaltzisketa (Abalcisqueta),Municipio,Guipúzcoa,313,284,277,320,320
Abanto y Ciérvana-Abanto Zierbena (Abanto y Ciérvana),Municipio,Vizcaya,8.589,8.379,9.036,9.742,9.545
Aduna,Municipio,Guipúzcoa,333,296,333,451,469
Agurain (Salvatierra),Municipio,Álava,3.604,3.650,4.006,4.937,5.018
Aia (Aya),Municipio,Guipúzcoa,1.935,1.681,1.610,2.024,2.081
Aizarnazabal (Aizarnazábal),Municipio,Guipúzcoa,513,531,531,761,777
Ajangiz (Ajánguiz),Municipio,Vizcaya,328,361,434,456,482
Albiztur (Albístur),Municipio,Guipúzcoa,324,303,287,313,309
Alegia (Alegría de Oria),Municipio,Guipúzcoa,1.746,1.680,1.583,1.763,1.726
Alegría-Dulantzi (Alegría de Álava),Municipio,Álava,1.037,999,1.533,2.860,2.887
Alkiza (Alquiza),Municipio,Guipúzcoa,272,264,264,365,374
Alonsotegi (Alonsótegui),Municipio,Vizcaya,4.153,3.075,2.662,2.838,2.903
Altzaga (Alzaga),Municipio,Guipúzcoa,116,94,106,161,179
Altzo (Alzo),Municipio,Guipúzcoa,338,333,326,407,427
Amezketa (Amézqueta),Municipio,Guipúzcoa,1.138,1.040,980,969,939
Amorebieta-Etxano (Amorebieta-Echano),Municipio,Vizcaya,15.655,15.818,16.182,18.400,19.140
Amoroto,Municipio,Vizcaya,425,391,376,413,419
Amurrio,Municipio,Álava,9.032,9.744,9.460,10.071,10.286
Añana,Municipio,Álava,200,190,192,165,151
Andoain (Andoáin),Municipio,Guipúzcoa,16.330,15.265,13.814,14.633,14.618
Anoeta,Municipio,Guipúzcoa,1.721,1.801,1.709,1.836,2.034
Antzuola (Anzuola),Municipio,Guipúzcoa,2.283,2.062,1.899,2.153,2.136
Arakaldo (Aracaldo),Municipio,Vizcaya,123,101,95,129,156
Arama,Municipio,Guipúzcoa,176,143,163,198,205
Aramaio (Aramayona),Municipio,Álava,1.438,1.310,1.466,1.507,1.483
Arantzazu (Aránzazu),Municipio,Vizcaya,282,284,289,361,393
Areatza (Villaro),Municipio,Vizcaya,1.246,1.152,1.031,1.224,1.212
Aretxabaleta (Arechavaleta),Municipio,Guipúzcoa,6.007,6.147,6.184,6.808,6.987
Armiñón,Municipio,Álava,157,127,166,227,219
Arraia-Maeztu (Arraya-Maestu),Municipio,Álava,813,695,717,739,717
Arrankudiaga (Arrancudiaga),Municipio,Vizcaya,852,732,775,954,970
Arrasate (Mondragón),Municipio,Guipúzcoa,26.279,25.532,23.118,21.975,22.019
Arratzu (Arrazua),Municipio,Vizcaya,353,351,368,385,418
Arratzua-Ubarrundia (Arrazua-Ubarrundia),Municipio,Álava,662,651,721,953,982
Arrieta,Municipio,Vizcaya,469,422,521,549,567
Arrigorriaga,Municipio,Vizcaya,9.011,9.913,11.140,12.525,12.230
Artea,Municipio,Vizcaya,651,621,644,772,735
Artzentales (Arcentales),Municipio,Vizcaya,707,676,655,753,734
Artziniega (Arceniega),Municipio,Álava,1.088,1.227,1.336,1.854,1.831
Asparrena (Aspárrena),Municipio,Álava,1.720,1.494,1.580,1.691,1.643
Asteasu,Municipio,Guipúzcoa,1.320,1.205,1.290,1.500,1.533
Astigarraga,Municipio,Guipúzcoa,3.070,3.216,3.751,4.900,6.272
Ataun,Municipio,Guipúzcoa,1.965,1.739,1.557,1.680,1.669
Atxondo (Axpe Achondo),Municipio,Vizcaya,1.369,1.525,1.427,1.428,1.377
Aulesti (Aulestia),Municipio,Vizcaya,723,697,649,672,648
Ayala (Aiara),Municipio,Álava,2.302,2.065,2.117,2.894,2.967
Azkoitia (Azcoitia),Municipio,Guipúzcoa,11.029,10.512,10.272,11.394,11.609
Azpeitia,Municipio,Guipúzcoa,13.196,13.427,13.708,14.429,14.786
Bakio (Baquio),Municipio,Vizcaya,1.189,1.238,1.727,2.588,2.645
Baliarrain,Municipio,Guipúzcoa,101,99,97,125,137
Balmaseda (Valmaseda),Municipio,Vizcaya,7.947,7.333,7.069,7.681,7.684
Baños de Ebro (Mañueta),Municipio,Álava,325,332,336,314,286
Barakaldo,Municipio,Vizcaya,114.462,105.088,94.478,100.064,100.435
Barrika (Barrica),Municipio,Vizcaya,774,877,1.230,1.523,1.541
Barrundia,Municipio,Álava,637,573,640,904,883
Basauri,Municipio,Vizcaya,52.554,50.224,45.085,41.777,40.762
Beasain (Beasáin),Municipio,Guipúzcoa,12.111,12.322,12.108,13.719,13.881
Bedia (Vedia),Municipio,Vizcaya,1.201,1.036,994,976,1.041
Beizama,Municipio,Guipúzcoa,175,175,160,176,151
Belauntza (Belaunza),Municipio,Guipúzcoa,328,295,285,287,239
Berango,Municipio,Vizcaya,4.136,4.102,5.311,6.883,7.130
Berantevilla,Municipio,Álava,429,421,459,480,443
Berastegi (Berástegui),Municipio,Guipúzcoa,942,969,973,1.057,1.081
Bergara (Vergara),Municipio,Guipúzcoa,16.049,15.567,14.965,14.610,14.596
Bermeo,Municipio,Vizcaya,18.312,17.923,16.938,17.092,16.688
Bernedo,Municipio,Álava,633,556,533,572,511
Berriatua (Berriatúa),Municipio,Vizcaya,1.008,1.020,987,1.242,1.247
Berriz (Bérriz),Municipio,Vizcaya,4.174,4.216,4.312,4.875,4.678
Berrobi,Municipio,Guipúzcoa,612,603,566,568,602
Bidania-Goiatz (Bidegoyan),Municipio,Guipúzcoa,532,441,427,536,508
Bilbao,Municipio,Vizcaya,416.999,369.839,349.972,351.356,345.821
Busturia,Municipio,Vizcaya,1.903,1.729,1.662,1.748,1.637
Campezo (Kanpezu),Municipio,Álava,1.277,1.143,1.071,1.146,1.040
Deba (Deva),Municipio,Guipúzcoa,5.018,5.012,5.185,5.402,5.457
Derio,Municipio,Vizcaya,5.135,4.871,4.846,5.578,6.545
Dima,Municipio,Vizcaya,1.103,1.038,1.052,1.364,1.447
Donostia (San Sebastián),Municipio,Guipúzcoa,169.233,171.439,178.377,185.512,186.665
Durango,Municipio,Vizcaya,21.357,22.627,25.003,28.367,29.636
Ea,Municipio,Vizcaya,852,802,810,883,831
Eibar (Éibar),Municipio,Guipúzcoa,36.919,32.362,28.219,27.382,27.406
Elantxobe (Elanchove),Municipio,Vizcaya,580,550,443,409,346
Elburgo (Burgelu),Municipio,Álava,203,202,418,624,603
Elciego,Municipio,Álava,951,908,930,1.048,1.025
Elduain (Elduayen),Municipio,Guipúzcoa,277,233,210,232,239
Elgeta (Elgueta),Municipio,Guipúzcoa,1.194,1.007,974,1.108,1.135
Elgoibar (Elgóibar),Municipio,Guipúzcoa,12.783,11.693,10.440,11.364,11.582
Elorrio,Municipio,Vizcaya,8.015,7.432,7.157,7.294,7.336
Elvillar (Bilar),Municipio,Álava,365,361,367,363,348
Erandio,Municipio,Vizcaya,1.934,25.055,22.422,24.369,24.222
Ereño,Municipio,Vizcaya,310,277,254,262,239
Ermua,Municipio,Vizcaya,18.860,17.981,16.795,16.235,15.890
Errenteria (Rentería),Municipio,Guipúzcoa,46.496,41.646,38.224,39.228,39.355
Errezil (Régil),Municipio,Guipúzcoa,762,677,615,612,589
Erriberagoitia (Ribera Alta),Municipio,Álava,562,499,522,787,780
Errigoiti (Rigoitia),Municipio,Vizcaya,531,440,485,543,487
Eskoriatza (Escoriaza),Municipio,Guipúzcoa,4.223,3.860,3.925,4.032,4.087
Etxebarri (Echévarri),Municipio,Vizcaya,6.548,6.458,7.043,10.230,11.304
Etxebarria (Echevarría),Municipio,Vizcaya,726,786,798,806,772
Ezkio-Itsaso (Ezquioga-Ichaso),Municipio,Guipúzcoa,596,545,544,625,575
Forua,Municipio,Vizcaya,816,949,987,979,929
Fruiz (Frúniz),Municipio,Vizcaya,294,318,347,513,545
Gabiria (Gaviria),Municipio,Guipúzcoa,492,432,422,483,488
Gaintza (Gaínza),Municipio,Guipúzcoa,124,123,133,124,129
Galdakao (Galdácano),Municipio,Vizcaya,26.785,28.569,29.544,29.153,29.288
Galdames,Municipio,Vizcaya,812,799,799,843,829
Gamiz-Fika (Gámiz-Fica),Municipio,Vizcaya,888,891,1.227,1.342,1.375
Garai (Garay),Municipio,Vizcaya,235,256,252,345,320
Gatika (Gatica),Municipio,Vizcaya,904,931,1.295,1.623,1.673
Gautegiz Arteaga (Gautéguiz de Arteaga),Municipio,Vizcaya,758,752,843,903,840
Gaztelu,Municipio,Guipúzcoa,143,137,152,163,153
Gernika-Lumo (Guernica y Luno),Municipio,Vizcaya,15.818,15.691,15.264,16.727,16.972
Getaria (Guetaria),Municipio,Guipúzcoa,2.415,2.349,2.406,2.659,2.818
Getxo (Guecho),Municipio,Vizcaya,67.793,79.954,82.285,80.252,78.276
Gizaburuaga (Guizaburuaga),Municipio,Vizcaya,150,128,144,204,212
Gordexola (Gordejuela),Municipio,Vizcaya,1.703,1.524,1.511,1.728,1.686
Gorliz (Górliz),Municipio,Vizcaya,2.986,2.917,4.486,5.501,5.683
Güeñes,Municipio,Vizcaya,6.531,5.878,5.831,6.403,6.681
Harana (Valle de Arana),Municipio,Álava,453,393,334,283,229
Hernani,Municipio,Guipúzcoa,19.824,18.489,18.287,19.260,20.222
Hernialde,Municipio,Guipúzcoa,264,287,286,359,313
Hondarribia (Fuenterrabía),Municipio,Guipúzcoa,11.380,13.524,15.044,16.391,17.018
Ibarra,Municipio,Guipúzcoa,4.392,4.463,4.208,4.273,4.172
Ibarrangelu (Ibarranguelua),Municipio,Vizcaya,522,521,542,636,636
Idiazabal (Idiazábal),Municipio,Guipúzcoa,2.078,2.057,2.082,2.264,2.305
Igorre (Yurre),Municipio,Vizcaya,3.431,3.884,3.857,4.240,4.257
Ikaztegieta (Icazteguieta),Municipio,Guipúzcoa,409,370,377,469,488
Irun (Irún),Municipio,Guipúzcoa,53.334,53.276,56.601,60.747,61.983
Iruña Oka (Iruña de Oca),Municipio,Álava,1.763,1.502,1.953,3.043,3.333
Irura,Municipio,Guipúzcoa,702,632,910,1.626,1.862
Iruraiz-Gauna,Municipio,Álava,477,425,440,540,517
Ispaster (Ispáster),Municipio,Vizcaya,628,618,613,695,725
Itsasondo (Isasondo),Municipio,Guipúzcoa,769,640,576,675,641
Iurreta (Yurreta),Municipio,Vizcaya,5.135,4.901,4.144,3.852,3.643
Izurtza (Izurza),Municipio,Vizcaya,316,269,266,275,255
Karrantza Harana (Valle de Carranza),Municipio,Vizcaya,3.437,3.173,2.887,2.795,2.715
Kortezubi (Cortézubi),Municipio,Vizcaya,323,383,363,429,444
Kripan (Cripán),Municipio,Álava,202,201,190,196,181
Kuartango (Cuartango),Municipio,Álava,352,350,370,355,381
Labastida (Bastida),Municipio,Álava,986,971,1.269,1.489,1.445
Lagrán,Municipio,Álava,238,188,197,182,158
Laguardia,Municipio,Álava,1.585,1.486,1.401,1.541,1.505
Lanciego (Lantziego),Municipio,Álava,617,641,631,690,667
Lanestosa,Municipio,Vizcaya,312,312,288,265,254
Lantarón,Municipio,Álava,827,804,958,909,872
Lapuebla de Labarca,Municipio,Álava,763,814,852,859,857
Larrabetzu (Larrabezúa),Municipio,Vizcaya,1.629,1.472,1.551,1.979,2.029
Larraul,Municipio,Guipúzcoa,180,143,145,247,253
Lasarte-Oria,Municipio,Guipúzcoa,18.538,18.131,17.195,17.830,18.253
Laudio (Llodio),Municipio,Álava,20.896,20.475,18.931,18.461,18.205
Laukiz (Lauquíniz),Municipio,Vizcaya,1.050,979,995,1.132,1.191
Lazkao (Lazcano),Municipio,Guipúzcoa,5.185,5.037,4.920,5.406,5.646
Leaburu,Municipio,Guipúzcoa,483,430,367,388,377
Legazpi (Legazpia),Municipio,Guipúzcoa,10.659,9.892,8.741,8.620,8.384
Legorreta,Municipio,Guipúzcoa,1.723,1.522,1.351,1.478,1.430
Legutio (Legutiano),Municipio,Álava,1.346,1.213,1.359,1.739,1.869
Leintz-Gatzaga (Salinas de Léniz),Municipio,Guipúzcoa,208,239,240,253,232
Leioa (Lejona),Municipio,Vizcaya,22.382,24.815,28.381,30.483,31.495
Lekeitio (Lequeitio),Municipio,Vizcaya,7.198,7.394,7.357,7.377,7.258
Lemoa (Lemona),Municipio,Vizcaya,3.054,2.740,2.681,3.408,3.521
Lemoiz (Lemóniz),Municipio,Vizcaya,985,783,886,1.061,1.241
Leza,Municipio,Álava,176,190,198,222,196
Lezama,Municipio,Vizcaya,1.827,2.020,2.113,2.467,2.429
Lezo,Municipio,Guipúzcoa,5.405,5.281,5.834,6.011,6.045
Lizartza (Lizarza),Municipio,Guipúzcoa,809,697,581,648,602
Loiu (Lujua),Municipio,Vizcaya,1.802,1.694,2.199,2.494,2.416
Mallabia (Mallavia),Municipio,Vizcaya,1.149,1.133,1.109,1.192,1.158
Mañaria,Municipio,Vizcaya,563,504,453,498,519
Markina-Xemein (→ 2005: Ziortza-Bolibar; Marquina-Jeméin),Municipio,Vizcaya,5.014,4.904,4.708,4.941,4.934
Maruri-Jatabe,Municipio,Vizcaya,504,529,683,961,982
Meñaka (Meñaca),Municipio,Vizcaya,402,440,515,746,755
Mendaro,Municipio,Guipúzcoa,1.738,1.453,1.444,1.960,2.010
Mendata,Municipio,Vizcaya,396,348,339,381,381
Mendexa (Mendeja),Municipio,Vizcaya,340,347,341,437,432
Moreda de Álava (Moreda Araba),Municipio,Álava,307,272,261,248,229
Morga,Municipio,Vizcaya,395,347,400,401,423
Mundaka (Mundaca),Municipio,Vizcaya,1.646,1.641,1.853,1.943,1.835
Mungia (Munguía),Municipio,Vizcaya,11.341,11.900,13.807,16.857,17.554
Munitibar-Arbatzegi Gerrikaitz (Arbácegui y Guerricaiz),Municipio,Vizcaya,523,455,390,434,460
Murueta,Municipio,Vizcaya,240,201,259,303,309
Muskiz (Musques),Municipio,Vizcaya,6.054,6.358,6.558,7.518,7.567
Mutiloa,Municipio,Guipúzcoa,233,184,158,255,252
Mutriku (Motrico),Municipio,Guipúzcoa,4.587,4.578,4.775,5.053,5.354
Muxika (Múgica),Municipio,Vizcaya,1.635,1.443,1.320,1.467,1.455
Nabarniz (Navárniz),Municipio,Vizcaya,254,251,221,227,255
Navaridas,Municipio,Álava,180,217,223,223,209
Oiartzun (Oyarzun),Municipio,Guipúzcoa,7.732,8.413,9.179,10.012,10.276
Okondo (Oquendo),Municipio,Álava,765,705,876,1.159,1.162
Olaberria (Olaberría),Municipio,Guipúzcoa,1.422,1.123,904,936,945
Oñati (Oñate),Municipio,Guipúzcoa,10.893,10.695,10.705,11.087,11.335
Ondarroa (Ondárroa),Municipio,Vizcaya,11.397,10.561,9.732,8.799,8.397
Ordizia (Ordicia),Municipio,Guipúzcoa,9.724,9.325,8.938,9.751,10.150
Orendain (Orendáin),Municipio,Guipúzcoa,195,170,143,180,218
Orexa (Oreja),Municipio,Guipúzcoa,92,78,83,123,123
Orio,Municipio,Guipúzcoa,4.359,4.258,4.421,5.319,5.948
Ormaiztegi (Ormáiztegui),Municipio,Guipúzcoa,1.308,1.235,1.170,1.318,1.302
Orozko (Orozco),Municipio,Vizcaya,2.014,1.922,2.116,2.512,2.651
Ortuella,Municipio,Vizcaya,9.100,8.976,8.684,8.440,8.360
Otxandio (Ochandiano),Municipio,Vizcaya,1.288,1.112,1.017,1.300,1.296
Oyón-Oion,Municipio,Álava,2.315,2.132,2.464,3.283,3.368
Pasaia (Pasajes),Municipio,Guipúzcoa,20.756,18.314,15.962,15.727,16.128
Peñacerrada-Urizaharra (Peñacerrada),Municipio,Álava,231,222,240,278,257
Plentzia (Plencia),Municipio,Vizcaya,2.844,2.542,3.643,4.329,4.363
Portugalete,Municipio,Vizcaya,58.071,55.823,51.066,47.698,45.826
Ribera Baja (Erribera Beitia),Municipio,Álava,429,375,698,1.311,1.374
Samaniego,Municipio,Álava,240,271,308,334,319
San Millán (Donemiliaga),Municipio,Álava,836,685,709,720,709
Santurtzi (Santurce),Municipio,Vizcaya,53.919,50.466,47.173,47.101,45.795
Segura,Municipio,Guipúzcoa,1.428,1.297,1.225,1.460,1.432
Sestao,Municipio,Vizcaya,40.374,35.948,31.773,28.805,27.445
Sondika (Sondica),Municipio,Vizcaya,3.900,3.345,3.978,4.543,4.495
Sopela (Sopelana),Municipio,Vizcaya,6.271,8.135,10.709,12.824,13.643
Sopuerta,Municipio,Vizcaya,2.189,2.160,2.245,2.570,2.569
Soraluze-Placencia de las Armas (Placencia de las Armas),Municipio,Guipúzcoa,5.524,4.838,4.165,3.973,3.894
Sukarrieta (Pedernales),Municipio,Vizcaya,262,280,325,350,357
Tolosa,Municipio,Guipúzcoa,18.899,18.150,17.642,18.389,19.525
Trucios-Turtzioz (Trucios),Municipio,Vizcaya,554,518,521,532,511
Ubide (Ubidea),Municipio,Vizcaya,150,165,162,185,177
Ugao-Miraballes (Miravalles),Municipio,Vizcaya,4.306,4.107,4.104,4.052,4.124
Urduliz (Urdúliz),Municipio,Vizcaya,2.643,2.580,3.142,3.601,4.319
Urduña (Orduña),Municipio,Vizcaya,4.472,4.038,3.982,4.241,4.180
Urkabustaiz (Urcabustaiz),Municipio,Álava,919,860,877,1.355,1.336
Urnieta,Municipio,Guipúzcoa,4.608,4.399,5.518,6.191,6.170
Urretxu (Villarreal de Urrechua),Municipio,Guipúzcoa,6.525,6.066,6.550,6.927,6.730
Usurbil (Usúrbil),Municipio,Guipúzcoa,5.871,5.333,5.257,6.070,6.165
Valdegovía (Gaubea),Municipio,Álava,980,793,952,1.079,991
Valle de Trápaga-Trapagaran (Valle de Trápaga),Municipio,Vizcaya,13.677,13.239,12.621,12.166,11.953
