,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías,Gender,sentiment
10,10,10,10,23,26,2019-04-20 00:52:23.000,1.1194034020631183e+18,1.1194034020631183e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Torta con arroz, ensalada, mayonesa y crema de garbanzos al limón y pebrella

(T/trigo tost. - Arroz largo - Lechug… https://t.co/EWz80tieIp",Francisco,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['arroz', 'trigo', 'mayonesa', 'crema']",1158.0,327.1,38.36,24.6,170.0,10.8,"['Cereales y derivados', 'Cereales y derivados', 'Grasas y aceites', 'Productos lacteos']",male,Neutral
11,11,11,11,25,29,2019-04-20 00:55:34.000,1.1194042045677444e+18,1.1194042045677444e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@Bangtan__Boss @mygnctt @NatyTata2 @theyearofmark @poetartizt Lol hay que matarles por jugar con unas chuches y tir… https://t.co/IVLwi9k6yh,andrea,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['chuches'],389.0,190.0,0.0,0.4,0.0,0.0,['Dulces'],female,Neutral
12,12,12,12,26,31,2019-04-20 00:58:36.000,1.1194049683673292e+18,1.1194049683673292e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",Zara lleva el plátano 🍌 de Canarias por el mundo 🌍 https://t.co/Zio2pzBCRb,PILAR,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['plátano'],89.0,40.0,0.3,1.2,0.0,3.4,['Frutas'],female,Neutral
13,13,13,13,28,33,2019-04-20 01:01:15.000,1.1194056351064842e+18,1.1194056351064842e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",si pasas por el directo te saludo y invito a un jamon https://t.co/yOsKjdB6uA,DiosDe,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['pasas'],297.0,69.3,0.5,2.46,0.0,6.5,['Frutas'],,Positive
14,14,14,14,30,35,2019-04-20 01:01:58.000,1.1194058132299488e+18,1.1194058132299488e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}","Vino que se degusta, vino que se escucha, vino que se vive en La Bien Pagá https://t.co/MumXAACf0J",Fernando,España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male,Neutral
15,15,15,15,33,38,2019-04-20 01:08:16.000,1.1194074011726356e+18,1.1194074011726356e+18,es,"{'id': '731c9d11275a5436', 'url': 'https://api.twitter.com/1.1/geo/id/731c9d11275a5436.json', 'place_type': 'city', 'name': 'Gijón', 'full_name': 'Gijón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.820977, 43.44168], [-5.820977, 43.577914], [-5.562912, 43.577914], [-5.562912, 43.44168]]]}, 'attributes': {}}","@masiz74 @Carolin69680851 @CornaSIP A estas horas, yo de leche.
Pero para mañana al mediodia, me lo tomo!!💃😂 https://t.co/RKBKYFuFWT",Lola,España,Gijón,"(-5.820977, 43.44168)",Asturias,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],female,Positive
16,16,16,16,35,40,2019-04-20 01:12:42.000,1.1194085152636804e+18,1.1194085152636804e+18,es,"{'id': '134eb71d885834fc', 'url': 'https://api.twitter.com/1.1/geo/id/134eb71d885834fc.json', 'place_type': 'city', 'name': 'Daroca', 'full_name': 'Daroca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.4738099999999998, 41.071681], [-1.4738099999999998, 41.155865], [-1.355203, 41.155865], [-1.355203, 41.071681]]]}, 'attributes': {}}",Te voto si me invitas a la pizza cojonuda,Álvaro,España,Daroca,"(-1.4738099999999998, 41.071681)",Aragón,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida'],male,Neutral
17,17,17,17,36,41,2019-04-20 01:17:28.000,1.119409716088705e+18,1.119409716088705e+18,es,"{'id': 'b46bcd7fcf51ea8a', 'url': 'https://api.twitter.com/1.1/geo/id/b46bcd7fcf51ea8a.json', 'place_type': 'city', 'name': 'El Sauzal', 'full_name': 'El Sauzal, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.456774, 28.412753], [-16.456774, 28.487642], [-16.394544, 28.487642], [-16.394544, 28.412753]]]}, 'attributes': {}}",Ni el chocolate me va a quitar el bajón o que,Joorgeeg,España,El Sauzal,"(-16.456774, 28.412753)",Islas Canarias,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces'],,Neutral
18,18,18,18,38,43,2019-04-20 01:21:35.000,1.1194107509409504e+18,1.1194107509409504e+18,es,"{'id': '4ef6d3f54fc946f0', 'url': 'https://api.twitter.com/1.1/geo/id/4ef6d3f54fc946f0.json', 'place_type': 'city', 'name': 'Santa Lucía de Tirajana', 'full_name': 'Santa Lucía de Tirajana, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.553822, 27.805868], [-15.553822, 27.948712], [-15.406329, 27.948712], [-15.406329, 27.805868]]]}, 'attributes': {}}","diciendo: “al igual que la miel endulza estos imanes, que así se endulce el corazón y los sentimientos de (di su no… https://t.co/8Qb9l66MxI",Ainara,España,Santa Lucía de Tirajana,"(-15.553822, 27.805868)",Islas Canarias,yes,['miel'],315.0,76.8,0.0,0.5,0.0,0.0,['Dulces'],female,Neutral
19,19,19,19,39,44,2019-04-20 01:21:38.000,1.1194107626263428e+18,1.1194107626263428e+18,es,"{'id': '4ef6d3f54fc946f0', 'url': 'https://api.twitter.com/1.1/geo/id/4ef6d3f54fc946f0.json', 'place_type': 'city', 'name': 'Santa Lucía de Tirajana', 'full_name': 'Santa Lucía de Tirajana, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.553822, 27.805868], [-15.553822, 27.948712], [-15.406329, 27.948712], [-15.406329, 27.805868]]]}, 'attributes': {}}","4. Luego tienes que coger las fotos, el papel rosa y la miel  y con ellas envolver los imanes, haciendo un pequeño… https://t.co/SERZuwFAFn",Ainara,España,Santa Lucía de Tirajana,"(-15.553822, 27.805868)",Islas Canarias,yes,['miel'],315.0,76.8,0.0,0.5,0.0,0.0,['Dulces'],female,Positive
20,20,20,20,40,45,2019-04-20 01:25:47.000,1.1194118076119695e+18,1.1194118076119695e+18,es,"{'id': 'b46bcd7fcf51ea8a', 'url': 'https://api.twitter.com/1.1/geo/id/b46bcd7fcf51ea8a.json', 'place_type': 'city', 'name': 'El Sauzal', 'full_name': 'El Sauzal, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.456774, 28.412753], [-16.456774, 28.487642], [-16.394544, 28.487642], [-16.394544, 28.412753]]]}, 'attributes': {}}","Ni medio minuto me duro el helado, nivel de bajón por las nubes",Joorgeeg,España,El Sauzal,"(-16.456774, 28.412753)",Islas Canarias,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos'],,Neutral
21,21,21,21,41,46,2019-04-20 01:34:01.000,1.1194138788683858e+18,1.1194138788683858e+18,es,"{'id': '4ecd7c95b51819d7', 'url': 'https://api.twitter.com/1.1/geo/id/4ecd7c95b51819d7.json', 'place_type': 'city', 'name': 'Adeje', 'full_name': 'Adeje, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.800839, 28.065934], [-16.800839, 28.211745], [-16.658677, 28.211745], [-16.658677, 28.065934]]]}, 'attributes': {}}",Llegar de una fiesta y comer pizza es un gran éxito,Sergiobe,España,Adeje,"(-16.800839, 28.065934)",Islas Canarias,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida'],,Neutral
22,22,22,22,42,47,2019-04-20 02:07:36.000,1.1194223338051092e+18,1.1194223338051092e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Torta con arroz, ensalada, mayonesa y crema de garbanzos al limón y pebrella

(T/trigo tost. - Arroz largo - Lechug… https://t.co/q2nqSmc9oA",Francisco,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['arroz', 'trigo', 'mayonesa', 'crema']",1158.0,327.1,38.36,24.6,170.0,10.8,"['Cereales y derivados', 'Cereales y derivados', 'Grasas y aceites', 'Productos lacteos']",male,Neutral
23,23,23,23,43,48,2019-04-20 02:13:17.000,1.1194237637649284e+18,1.1194237637649284e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",@LVPibai borracho de galletas,DiosDe,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['galletas'],483.0,64.31,21.77,6.76,50.17,3.21,['Dulces'],,Neutral
24,24,24,24,44,49,2019-04-20 02:35:44.000,1.119429413643477e+18,1.119429413643477e+18,es,"{'id': 'd1cdccf7814bf385', 'url': 'https://api.twitter.com/1.1/geo/id/d1cdccf7814bf385.json', 'place_type': 'city', 'name': 'Los Yébenes', 'full_name': 'Los Yébenes, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.147322, 39.258056], [-4.147322, 39.61319], [-3.768898, 39.61319], [-3.768898, 39.258056]]]}, 'attributes': {}}","Los chavales beben cerveza

Los señores beben whisky

Las leyendas bebemos gazpacho",Imberbérrimo,España,Los Yébenes,"(-4.147322, 39.258056)",Castilla la Mancha,yes,"['cerveza', 'gazpacho']",76.0,4.7200000000000015,2.8,1.1,0.0,0.2,"['Bebidas Alcoholicas', 'Sopas']",,Neutral
25,25,25,25,46,53,2019-04-20 03:12:57.000,1.11943877891192e+18,1.11943877891192e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Macho los vendedores ambulantes de cerveza siempre están cuando no los necesitas y siempre desaparecen cuando más los necesitas,Mariconetti,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas'],,Neutral
26,26,26,26,48,55,2019-04-20 03:29:02.000,1.1194428242258575e+18,1.1194428242258575e+18,es,"{'id': 'c52827ebd9bfe563', 'url': 'https://api.twitter.com/1.1/geo/id/c52827ebd9bfe563.json', 'place_type': 'city', 'name': 'Jerez de la Frontera', 'full_name': 'Jerez de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]}, 'attributes': {}}",Una pizza del Telepizza recalentada a esta hora sabe a puto paraíso.,Shady,España,Jerez de la Frontera,"(-6.306111, 36.516968)",Andalucía,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida'],male,Neutral
27,27,27,27,49,56,2019-04-20 04:00:40.000,1.1194507867512218e+18,1.1194507867512218e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Buenos días ☀️ ☀️☀️
.
.
#croissant #croissants #chocolatecake #chocolate #chocolovers #pasteleria #foodie… https://t.co/Y530PsyB6f",Rafa,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces'],male,Neutral
28,28,28,28,50,57,2019-04-20 04:21:34.000,1.1194560438877472e+18,1.1194560438877472e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","@AngieVelasco08 Yo lo denuncio, con la cerveza no",Moonlight,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas'],,Neutral
29,29,29,29,52,59,2019-04-20 04:42:26.000,1.1194612986543924e+18,1.1194612986543924e+18,es,"{'id': '4ecd7c95b51819d7', 'url': 'https://api.twitter.com/1.1/geo/id/4ecd7c95b51819d7.json', 'place_type': 'city', 'name': 'Adeje', 'full_name': 'Adeje, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.800839, 28.065934], [-16.800839, 28.211745], [-16.658677, 28.211745], [-16.658677, 28.065934]]]}, 'attributes': {}}","Un pavo en la discoteca mirando fijamente a una amiga mordiéndose el labio, puedo estar mas asqueado? 
Pista: no",Asefronaso,España,Adeje,"(-16.800839, 28.065934)",Islas Canarias,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas'],,Neutral
30,30,30,30,53,60,2019-04-20 04:43:13.000,1.1194614958411488e+18,1.1194614958411488e+18,es,"{'id': '0ab1cfe1d3945a22', 'url': 'https://api.twitter.com/1.1/geo/id/0ab1cfe1d3945a22.json', 'place_type': 'city', 'name': 'Las Rozas de Madrid', 'full_name': 'Las Rozas de Madrid, España', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.94958, 40.475009], [-3.94958, 40.574489], [-3.83319, 40.574489], [-3.83319, 40.475009]]]}, 'attributes': {}}",@_davant Toda la leche encima mía...,Santiagus,Espanya,Las Rozas de Madrid,"(-3.94958, 40.475009)",Madrid,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],,Neutral
31,31,31,31,54,61,2019-04-20 05:40:07.000,1.1194758136012268e+18,1.1194758136012268e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",@ignacioaguado Soy de los pocos afortunados que ha probado la paella vegana de @FlanaganMcPhee: la hace con quinoa… https://t.co/y4MZazpEJB,Manuel,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['paella'],173.0,17.44,5.74,12.37,44.81,0.5,['Cereales y derivados'],male,Positive
32,32,32,32,55,63,2019-04-20 05:51:08.000,1.1194785876676444e+18,1.1194785876676444e+18,es,"{'id': '394b04f3a2628929', 'url': 'https://api.twitter.com/1.1/geo/id/394b04f3a2628929.json', 'place_type': 'city', 'name': 'Sotillo de la Adrada', 'full_name': 'Sotillo de la Adrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.641887, 40.250897], [-4.641887, 40.355613], [-4.554379, 40.355613], [-4.554379, 40.250897]]]}, 'attributes': {}}","Nuestro Pan de Dos Chocolates!!!!
#tahonasotillo #juntosporelpan #sotillodelaadrada #avilaautentica #bakery #avila… https://t.co/JiCqUewDEf",Angel,España,Sotillo de la Adrada,"(-4.641887, 40.250897)",Castilla y León,yes,['Chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces'],male,Neutral
33,33,33,33,57,66,2019-04-20 06:19:27.000,1.1194857132156273e+18,1.1194857132156273e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Con cebolla. 

No sé qué más pruebas queréis.",Robby,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cebolla'],26.0,5.3,0.0,1.125,0.0,1.8,['Vegetales'],male,Neutral
