,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender
402,402,402,719,845,2019-04-06 15:47:23.000,1.1145552060067268e+18,1.1145552060067268e+18,es,"{'id': '342f9faf7392d4ce', 'url': 'https://api.twitter.com/1.1/geo/id/342f9faf7392d4ce.json', 'place_type': 'city', 'name': 'Logroño', 'full_name': 'Logroño, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.542232, 42.429049], [-2.542232, 42.519984], [-2.341476, 42.519984], [-2.341476, 42.429049]]]}, 'attributes': {}}",En Logroño comiendo tarta almendrada de Santos( Torrelavega) @gemaigual https://t.co/bHqoxZMGWe,victor,Spain,Logroño,"(-2.542232, 42.429049)",Castilla y León,yes,"['tarta', 'almendra']",1057.0,59.7,76.45,17.2,101.3,9.42,male
403,403,403,720,846,2019-04-06 15:48:10.000,1.11455540501794e+18,1.11455540501794e+18,es,"{'id': '0c19b704fb728d5f', 'url': 'https://api.twitter.com/1.1/geo/id/0c19b704fb728d5f.json', 'place_type': 'city', 'name': 'Alcolea de Cinca', 'full_name': 'Alcolea de Cinca, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.012405, 41.676078], [-0.012405, 41.776056], [0.14928, 41.776056], [0.14928, 41.676078]]]}, 'attributes': {}}","@Cagoumeagaivota @vox_es Pues te vas a comerla con patatas , solo por joderos ya vale la pena .",pollorudolax,Spain,Alcolea de Cinca,"(-0.012405, 41.676078)",La Rioja,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,
404,404,404,724,852,2019-04-06 15:50:36.000,1.1145560153354158e+18,1.1145560153354158e+18,es,"{'id': '89ee62e4c6700ce6', 'url': 'https://api.twitter.com/1.1/geo/id/89ee62e4c6700ce6.json', 'place_type': 'city', 'name': 'Espartinas', 'full_name': 'Espartinas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.173902, 37.360802], [-6.173902, 37.414926], [-6.0828, 37.414926], [-6.0828, 37.360802]]]}, 'attributes': {}}","Tocado de plumas de pavo real 🦚 hecho a mano 🖐🏻 y montado en diadema. ¡Nos parece una locura 💙💚!
.
#portobellomodas… https://t.co/NZc4i8jBiq",PORTOBELLO,España,Espartinas,"(-6.173902, 37.360802)",Andalucía,yes,"['pavo', 'lomo']",356.0,0.0,17.13,48.77,140.0,0.0,
405,405,405,726,854,2019-04-06 15:51:53.000,1.1145563398445384e+18,1.1145563398445384e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Termómetro A dice que tengo 34,4°.
Termómetro B, que soy un filete de pollo congelado.
Vota a favor de la vuelta de… https://t.co/TTVG1vStg7",María,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pollo'],166.0,0.0,9.6,19.9,99.0,0.0,female
406,406,406,728,856,2019-04-06 15:52:35.000,1.1145565145330852e+18,1.1145565145330852e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Me gusta pensar que tengo tanta pasta en la cuenta corriente que acabo de darle la vuelta al contador.,Emilio,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,male
407,407,407,733,862,2019-04-06 15:58:18.000,1.1145579529612576e+18,1.1145579529612576e+18,es,"{'id': 'c8256964da571001', 'url': 'https://api.twitter.com/1.1/geo/id/c8256964da571001.json', 'place_type': 'city', 'name': 'Tomelloso', 'full_name': 'Tomelloso, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.058134, 39.090079], [-3.058134, 39.350577], [-2.874078, 39.350577], [-2.874078, 39.090079]]]}, 'attributes': {}}",Charlie y la fábrica de chocolate es una obra maestra,Julieta,España,Tomelloso,"(-3.058134, 39.090079)",Madrid,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,female
408,408,408,735,864,2019-04-06 15:59:12.000,1.1145581789461586e+18,1.1145581789461586e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}",Siempre quise saber de dónde salía la margarina. Gracias.,Leopardo,España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['margarina'],718.0,0.9,80.0,0.9,0.0,0.0,
409,409,409,737,866,2019-04-06 16:01:11.000,1.1145586792468849e+18,1.1145586792468849e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",@Paco_saez @AlbaceteBasket @CBCriptana @ucacb @fbclm Seguro. Bueno un café con leche y unos churros antes para llevar la calefacciñon puesta,Kico,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,
410,410,410,739,868,2019-04-06 16:01:54.000,1.1145588597277778e+18,1.1145588597277778e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}",Para hacer algo así en @zaragoza_es necesitaríamos sentido común y gastarnos más pasta en infraestructura de calida… https://t.co/EJBQLvLDHS,MrYoz,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,
411,411,411,742,871,2019-04-06 16:03:45.000,1.114559325480026e+18,1.114559325480026e+18,es,"{'id': '80e7db36670c9975', 'url': 'https://api.twitter.com/1.1/geo/id/80e7db36670c9975.json', 'place_type': 'city', 'name': 'Ávila', 'full_name': 'Ávila, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.816598, 40.560569], [-4.816598, 40.752618], [-4.453278, 40.752618], [-4.453278, 40.560569]]]}, 'attributes': {}}","@AnabelAlonso_of Ya está diciendo Gilipolleces 
El tonto. De las aceitunas",María,España,Ávila,"(-4.816598, 40.560569)",Castilla y León,yes,['aceitunas'],120.0,2.0,12.5,1.3,0.0,4.8,female
412,412,412,746,876,2019-04-06 16:08:40.000,1.1145605620992942e+18,1.1145605620992942e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",Lo que mola de la música en directo es poder ver al técnico de sonido con sus vainas y sobre todo si es ocupando la… https://t.co/Mlzi5xSmoB,Nuria,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['té', 'vainas']",79.0,10.0,2.5654000000000003,4.5,7.0,2.6,female
413,413,413,748,878,2019-04-06 16:12:15.000,1.1145614646842286e+18,1.1145614646842286e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}",canela cantando con fotos cuquis de gowon ... @dorit0angry has hecho tú esto?,s,España,Granada,"(-3.699796, 37.135903)",Andalucía,yes,['canela'],373.0,80.59,3.2,3.9,0.0,54.3,male
414,414,414,753,883,2019-04-06 16:16:17.000,1.1145624782334852e+18,1.1145624782334852e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@serm Ser un limón. O los puntos por unas torrijas.,María,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,female
415,415,415,756,886,2019-04-06 16:18:46.000,1.1145631031303578e+18,1.1145631031303578e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@Mirecarrot Falta chocolate,Nefelíbata,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,
416,416,416,758,888,2019-04-06 16:22:03.000,1.1145639322644644e+18,1.1145639322644644e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Un prodigio de bocata el de jamón asado. (@ La Chacana in Barcelona, Cataluña) https://t.co/2IR4D4R78e https://t.co/QoPULri9VE",EnOcasionesVeoBares,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['jamón'],319.0,0.2,22.6,28.8,84.0,0.0,
417,417,417,760,890,2019-04-06 16:25:32.000,1.114564806311338e+18,1.114564806311338e+18,es,"{'id': 'b858babfb96ffae4', 'url': 'https://api.twitter.com/1.1/geo/id/b858babfb96ffae4.json', 'place_type': 'city', 'name': 'Benalmádena', 'full_name': 'Benalmádena, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.596977, 36.571241], [-4.596977, 36.62292], [-4.5076789999999995, 36.62292], [-4.5076789999999995, 36.571241]]]}, 'attributes': {}}",Esta muy bien eso de quedar para pagar el viaje y que la mitad no traigan la pasta ^^,Ehrros,España,Benalmádena,"(-4.596977, 36.571241)",Castilla la Mancha,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,
418,418,418,762,892,2019-04-06 16:26:24.000,1.11456502481365e+18,1.11456502481365e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@SDGH7777 @sanchezcastejon @PSOE Os lo vais a tragar con patatas y el pollo de vuestra bandera 8 años ,así k ir llo… https://t.co/CVBZpjhVqu",Miguel,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['pollo', 'patatas']",704.0,49.5,44.5,26.4,99.0,4.0,male
419,419,419,764,894,2019-04-06 16:27:33.000,1.1145653135746008e+18,1.1145653135746008e+18,es,"{'id': 'c4896928e999c93d', 'url': 'https://api.twitter.com/1.1/geo/id/c4896928e999c93d.json', 'place_type': 'city', 'name': 'Linares', 'full_name': 'Linares, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.762145, 38.003237], [-3.762145, 38.172858], [-3.516886, 38.172858], [-3.516886, 38.003237]]]}, 'attributes': {}}","Tardecita de sábado, voy a hacer torrijas y a invitar a mis amigas",Lore,España,Linares,"(-3.762145, 38.003237)",Andalucía,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,female
420,420,420,765,896,2019-04-06 16:30:36.000,1.1145660838963324e+18,1.1145660838963324e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Ratito muy agradable cob gabrielacastellano y Gae #raya #vinacofrancés #tabladequesos #guisantes  #alcachofas en La… https://t.co/AWA2RNzqvv,Luiscar,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['queso', 'guisante', 'guisantes', 'alcachofas']",602.0,21.11,35.16,49.87000000000001,74.4,16.12,
421,421,421,766,897,2019-04-06 16:33:42.000,1.1145668621200794e+18,1.1145668621200794e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Muy agradable la comida con gabrielacastellano y Gae #raya #vinacofrancés #tabladequesos #guisantes  #alcachofas… https://t.co/7bsaE6yXwK,Luiscar,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['queso', 'guisante', 'guisantes', 'alcachofas']",602.0,21.11,35.16,49.87000000000001,74.4,16.12,
422,422,422,768,899,2019-04-06 16:34:01.000,1.114566941912572e+18,1.114566941912572e+18,es,"{'id': '44ecfba4ad474bb7', 'url': 'https://api.twitter.com/1.1/geo/id/44ecfba4ad474bb7.json', 'place_type': 'city', 'name': 'Rosselló', 'full_name': 'Rosselló, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[0.5699839999999999, 41.679021], [0.5699839999999999, 41.709585], [0.616431, 41.709585], [0.616431, 41.679021]]]}, 'attributes': {}}",Que cachondo el que le puso de nombre gorgonzola  a un queso,El,Spain,Rosselló,"(0.5699839999999999, 41.679021)",Cataluña,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,male
423,423,423,769,900,2019-04-06 16:34:30.000,1.1145670626665144e+18,1.1145670626665144e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@librepensadorJG @SDGH7777 Ano García,un esfuerzo mental cada día,¿has mirado si eres alérgico al pollo ,y si por e… https://t.co/uuwiLXiCng",Miguel,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['pollo', 'menta']",210.0,5.3,10.33,23.7,99.0,6.8,male
424,424,424,770,901,2019-04-06 16:36:26.000,1.114567550757634e+18,1.114567550757634e+18,es,"{'id': 'c52827ebd9bfe563', 'url': 'https://api.twitter.com/1.1/geo/id/c52827ebd9bfe563.json', 'place_type': 'city', 'name': 'Jerez de la Frontera', 'full_name': 'Jerez de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]}, 'attributes': {}}",Tarde de torrijas en la Hermandad del Perdón... Nuestros jóvenes se ponen dulces para afrontar la última semana de… https://t.co/2DHq1lFAWn,hermandad,España,Jerez de la Frontera,"(-6.306111, 36.516968)",Cataluña,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,
425,425,425,771,902,2019-04-06 16:38:14.000,1.1145680025639732e+18,1.1145680025639732e+18,es,"{'id': '8d06f0fe2df028f2', 'url': 'https://api.twitter.com/1.1/geo/id/8d06f0fe2df028f2.json', 'place_type': 'city', 'name': 'Ceuta', 'full_name': 'Ceuta, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.38221, 35.870868], [-5.38221, 35.917992], [-5.278169, 35.917992], [-5.278169, 35.870868]]]}, 'attributes': {}}","Di que sí, Aberroncho, mejor un tipo que compite escupiendo huesos de aceitunas a los perroflautas... De todas form… https://t.co/2zMPL94sEJ",Rafa,España,Ceuta,"(-5.38221, 35.870868)",Ceuta,yes,"['aceitunas', 'berro']",132.0,2.3,12.7,3.5,0.0,7.4,male
426,426,426,772,903,2019-04-06 16:39:11.000,1.114568244193579e+18,1.114568244193579e+18,es,"{'id': 'd2549c7ad4addb5f', 'url': 'https://api.twitter.com/1.1/geo/id/d2549c7ad4addb5f.json', 'place_type': 'city', 'name': 'Lepe', 'full_name': 'Lepe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.30849, 37.203896], [-7.30849, 37.38825], [-7.054842, 37.38825], [-7.054842, 37.203896]]]}, 'attributes': {}}",@bridget_oli Q rica la cerveza,Benjamin,España,Lepe,"(-7.30849, 37.203896)",Ceuta,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male
427,427,427,774,906,2019-04-06 16:42:20.000,1.1145690369170884e+18,1.1145690369170884e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","@Almayluzyvida Jajajajajaj, es tremendo el efecto del té jajajajaj",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['té'],36.0,2.45,2.3654,1.7,7.0,0.0,male
428,428,428,775,907,2019-04-06 16:43:35.000,1.1145693514688552e+18,1.1145693514688552e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","pero si la expresión es literalmente ""ajo y agua, a joderse y a aguantarse"" en plan-",,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['ajo'],98.33,37.66,0.51,9.39,0.0,3.91,male
429,429,429,776,908,2019-04-06 16:43:41.000,1.1145693739083366e+18,1.1145693739083366e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Hola @Mercadona ¿tenéis torrijas ya?,AG,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,male
430,430,430,777,909,2019-04-06 16:44:25.000,1.1145695609532456e+18,1.1145695609532456e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Muy agradable la comida con gabrielacastellano y Gae #raya #vinacofrancés #tabladequesos #guisantes  #alcachofas… https://t.co/6xkxjGbu5x,Luiscar,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['queso', 'guisante', 'guisantes', 'alcachofas']",602.0,21.11,35.16,49.87000000000001,74.4,16.12,
431,431,431,778,910,2019-04-06 16:44:26.000,1.1145695625640591e+18,1.1145695625640591e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}","AmARTE
FollARTE
BesARTE
MirARTE

sabes lo único que no es arte?

El chocolate con menta que asco joder",Mario,España,Vigo,"(-8.916355, 42.12938)",Madrid,yes,"['chocolate', 'menta']",315.33,64.53,31.26,11.09,20.0,7.33,male
432,432,432,781,913,2019-04-06 16:48:09.000,1.1145705015680614e+18,1.1145705015680614e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}",@monomiki Me gustaría saber la pasta que mueven,Friendly,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,
433,433,433,782,914,2019-04-06 16:48:14.000,1.114570520777904e+18,1.114570520777904e+18,es,"{'id': '935d946682cab2e1', 'url': 'https://api.twitter.com/1.1/geo/id/935d946682cab2e1.json', 'place_type': 'city', 'name': 'Huelva', 'full_name': 'Huelva, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.005353, 37.107832], [-7.005353, 37.367499], [-6.832013, 37.367499], [-6.832013, 37.107832]]]}, 'attributes': {}}","¿La Junta de Andalucía, en su perfil oficial, promocionando el consumo de cerveza?",F,España,Huelva,"(-7.005353, 37.107832)",Andalucía,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male
434,434,434,783,915,2019-04-06 16:49:50.000,1.1145709220847698e+18,1.1145709220847698e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",Quiero un helado. Necesito un helado. https://t.co/PQsj7Ovgwd,Itsxirene,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,
435,435,435,788,920,2019-04-06 16:53:42.000,1.1145718964509532e+18,1.1145718964509532e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@F_Borriero yo: compro un cuarto de vainilla y chocolate blanco jajasjd,Tripodi,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['chocolate', 'vainilla']",324.33,71.92999999999998,30.59,7.35,20.0,0.53,
436,436,436,789,921,2019-04-06 16:53:51.000,1.1145719348287816e+18,1.1145719348287816e+18,es,"{'id': 'fac43a227940d7b2', 'url': 'https://api.twitter.com/1.1/geo/id/fac43a227940d7b2.json', 'place_type': 'city', 'name': 'Langreo', 'full_name': 'Langreo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.773452, 43.228988], [-5.773452, 43.345663], [-5.616492, 43.345663], [-5.616492, 43.228988]]]}, 'attributes': {}}","Quiero ver sus 🍆 🤤🤤
Comenta una foto de tu 🍆 y yo respondo:
🤤= Lléname el culo de leche
😋= Te la chupo hasta que te… https://t.co/bsOczO5goo",Laurita,España,Langreo,"(-5.773452, 43.228988)",Cataluña,yes,"['leche', 'menta']",109.0,10.0,4.529999999999999,6.859999999999999,14.0,6.8,female
437,437,437,790,922,2019-04-06 16:54:19.000,1.1145720515898696e+18,1.1145720515898696e+18,es,"{'id': '2361c7fb59f4b3d2', 'url': 'https://api.twitter.com/1.1/geo/id/2361c7fb59f4b3d2.json', 'place_type': 'city', 'name': 'Irun', 'full_name': 'Irun, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.852136, 43.285883], [-1.852136, 43.355479], [-1.729042, 43.355479], [-1.729042, 43.285883]]]}, 'attributes': {}}","#Guisantes y #habitas de #hondarribia, #esparrago  natural de Lerin y #perretxicos y ..... mucha ilusión puesta en… https://t.co/iN3QA9SOOX",SoniaGarciaOlazabal,España,Irun,"(-1.852136, 43.285883)",Asturias,yes,"['Guisante', 'Guisantes']",134.0,19.4,1.0,11.2,0.0,6.72,
