,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías,Gender
10,10,10,19,27,2019-04-17 03:13:19.000,1.1183517048549745e+18,1.1183517048549745e+18,es,"{'id': '6e682d6d774b0ea0', 'url': 'https://api.twitter.com/1.1/geo/id/6e682d6d774b0ea0.json', 'place_type': 'city', 'name': 'Ocaña', 'full_name': 'Ocaña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.637899, 39.885549], [-3.637899, 40.043252], [-3.37913, 40.043252], [-3.37913, 39.885549]]]}, 'attributes': {}}","Para todos los #rumberos #salseros de #venezuela en #españa.

El gran tours de la salsa
#sevilla #Madrid #malaga… https://t.co/EjPvxoxmcT",Face,España,Ocaña,"(-3.637899, 39.885549)",Castilla la Mancha,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,['Sopas'],
11,11,11,20,28,2019-04-17 03:30:47.000,1.11835610261223e+18,1.11835610261223e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Buenos días ☀️☀️☀️
.
Palomeque, Sant Honore.
.
.
#cream #crema #nata #desayuno #pastrychef #sacha #pepo #desserts e… https://t.co/3WtXrf9qsw",Rafa,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['nata', 'crema']",361.0,25.7,25.34,7.41,190.0,0.3,"['Productos lacteos', 'Productos lacteos']",male
12,12,12,22,30,2019-04-17 03:49:37.000,1.1183608417436672e+18,1.1183608417436672e+18,es,"{'id': 'e318f7ea7caf4c7e', 'url': 'https://api.twitter.com/1.1/geo/id/e318f7ea7caf4c7e.json', 'place_type': 'city', 'name': 'Calahorra', 'full_name': 'Calahorra, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.030003, 42.23706], [-2.030003, 42.369114], [-1.865619, 42.369114], [-1.865619, 42.23706]]]}, 'attributes': {}}",@MAGuisado El vino une a todos los riojanos. España unamonos por lo más grande que hay en España EL VINO!!,Guille,España,Calahorra,"(-2.030003, 42.23706)",La Rioja,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male
13,13,13,24,32,2019-04-17 04:24:00.000,1.118369492642554e+18,1.118369492642554e+18,es,"{'id': 'e342de30841352bf', 'url': 'https://api.twitter.com/1.1/geo/id/e342de30841352bf.json', 'place_type': 'city', 'name': 'Almería', 'full_name': 'Almería, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.543758, 36.737433], [-2.543758, 37.000063], [-2.2036379999999998, 37.000063], [-2.2036379999999998, 36.737433]]]}, 'attributes': {}}","La ginecomastia del pezón izquierdo os juro que es un piercing,y esa piel tan de pUta madre es por el aceite de coc… https://t.co/X6G6DsmnsS",Primal,España,Almería,"(-2.543758, 36.737433)",Andalucía,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites'],
14,14,14,25,33,2019-04-17 04:43:30.000,1.1183743999866225e+18,1.1183743999866225e+18,es,"{'id': '9166928a36646e24', 'url': 'https://api.twitter.com/1.1/geo/id/9166928a36646e24.json', 'place_type': 'city', 'name': 'Molina de Segura', 'full_name': 'Molina de Segura, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.273449, 38.001554], [-1.273449, 38.271479], [-1.131438, 38.271479], [-1.131438, 38.001554]]]}, 'attributes': {}}","Hola foodtopicos , Buenos días ,hoy tenéis una fideuá vegetal impresionante y un salmorejo , de remolacha que es un… https://t.co/oI4ALJIbLn",Foodtopía,España,Molina de Segura,"(-1.273449, 38.001554)",Murcia,yes,['vegetal'],135.0,8.61,11.55,1.49,0.0,3.1,['Vegetales'],
15,15,15,26,34,2019-04-17 04:55:03.000,1.1183773083463108e+18,1.1183773083463108e+18,es,"{'id': '5e4b6d601a1a2352', 'url': 'https://api.twitter.com/1.1/geo/id/5e4b6d601a1a2352.json', 'place_type': 'city', 'name': 'Lleida', 'full_name': 'Lleida, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[0.363567, 41.510091], [0.363567, 41.739553], [0.742517, 41.739553], [0.742517, 41.510091]]]}, 'attributes': {}}",Que antojitos a esta hora de helado con brownies calienticos🥺😋,Has,España,Lleida,"(0.363567, 41.510091)",Cataluña,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos'],male
16,16,16,30,38,2019-04-17 05:03:58.000,1.1183795541402952e+18,1.1183795541402952e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@World7My No me gusta el vino... 😂😂😂,Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male
17,17,17,33,41,2019-04-17 05:12:01.000,1.1183815799303496e+18,1.1183815799303496e+18,es,"{'id': 'b60859fbfd471eee', 'url': 'https://api.twitter.com/1.1/geo/id/b60859fbfd471eee.json', 'place_type': 'city', 'name': 'Villalba de los Barros', 'full_name': 'Villalba de los Barros, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.5992, 38.551006], [-6.5992, 38.715149], [-6.492269, 38.715149], [-6.492269, 38.551006]]]}, 'attributes': {}}","Una vez el vino base Cava está embotellado, las botellas son colocadas en la profundidad de la bodega, apiladas en… https://t.co/QyY8dGYgC8",A,España,Villalba de los Barros,"(-6.5992, 38.551006)",Extremadura,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male
18,18,18,35,43,2019-04-17 05:27:15.000,1.1183854130083716e+18,1.1183854130083716e+18,es,"{'id': 'c2cda9334025ee40', 'url': 'https://api.twitter.com/1.1/geo/id/c2cda9334025ee40.json', 'place_type': 'city', 'name': 'Alaior', 'full_name': 'Alaior, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.053893, 39.855165], [4.053893, 39.975715], [4.20924, 39.975715], [4.20924, 39.855165]]]}, 'attributes': {}}","18 horas después , el cordero es miel !!! royalsonbou  #food #foodporn #cocinainternacionalparahoteleros… https://t.co/OwiHDXYKsA",Tomas,España,Alaior,"(4.053893, 39.855165)",Islas Baleares,yes,['miel'],315.0,76.8,0.0,0.5,0.0,0.0,['Dulces'],male
19,19,19,36,44,2019-04-17 05:28:22.000,1.1183856924538225e+18,1.1183856924538225e+18,es,"{'id': '7b00f6fb41eaea73', 'url': 'https://api.twitter.com/1.1/geo/id/7b00f6fb41eaea73.json', 'place_type': 'city', 'name': 'Palafolls', 'full_name': 'Palafolls, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.694014, 41.652383], [2.694014, 41.693128], [2.764959, 41.693128], [2.764959, 41.652383]]]}, 'attributes': {}}",@mariajesusruizg @salvameoficial Hay gente con muy mala leche pero tu ni caso,luisa,España,Palafolls,"(2.694014, 41.652383)",Cataluña,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],female
20,20,20,40,48,2019-04-17 05:44:20.000,1.1183897103160852e+18,1.1183897103160852e+18,es,"{'id': '63b8ba114723a129', 'url': 'https://api.twitter.com/1.1/geo/id/63b8ba114723a129.json', 'place_type': 'city', 'name': 'San Sebastián de los Reyes', 'full_name': 'San Sebastián de los Reyes, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.674032, 40.532328], [-3.674032, 40.631382], [-3.537765, 40.631382], [-3.537765, 40.532328]]]}, 'attributes': {}}",@miguelanez Fresa,Uriska,España,San Sebastián de los Reyes,"(-3.674032, 40.532328)",Madrid,yes,['Fresa'],36.0,14.0,0.5,0.7,0.0,2.2,['Frutas'],
21,21,21,44,52,2019-04-17 06:06:55.000,1.1183953959887544e+18,1.1183953959887544e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}","@atrevetedial No hay Semana Santa sin torrijas. Las mejores por supuesto, las que hace el abuelo. 😃",claratroncoso,España,Vigo,"(-8.916355, 42.12938)",Galicia,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,"['Cereales y derivados', 'Cereales y derivados']",
22,22,22,48,56,2019-04-17 06:13:25.000,1.1183970283741308e+18,1.1183970283741308e+18,es,"{'id': '4ecb58704564d392', 'url': 'https://api.twitter.com/1.1/geo/id/4ecb58704564d392.json', 'place_type': 'city', 'name': 'Córdoba', 'full_name': 'Córdoba, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.9970099999999995, 37.664255], [-4.9970099999999995, 38.030946], [-4.351492, 38.030946], [-4.351492, 37.664255]]]}, 'attributes': {}}","'1490', #aceitecordobés , obtiene un oro por la calidad de su aceite en el Olive Japan 2019 IOOC… https://t.co/g0Uw3RYiem",LaguiaGO,España,Córdoba,"(-4.9970099999999995, 37.664255)",Andalucía,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites'],
23,23,23,51,59,2019-04-17 06:15:46.000,1.1183976206307697e+18,1.1183976206307697e+18,es,"{'id': 'ab83ab340370c121', 'url': 'https://api.twitter.com/1.1/geo/id/ab83ab340370c121.json', 'place_type': 'city', 'name': 'Els Poblets', 'full_name': 'Els Poblets, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[0.0037979999999999997, 38.844288], [0.0037979999999999997, 38.865585], [0.032611999999999995, 38.865585], [0.032611999999999995, 38.844288]]]}, 'attributes': {}}","@cayetanaAT repartiendo galletas, se quedó sola.. Brutal",MásPortal,España,Els Poblets,"(0.0037979999999999997, 38.844288)",Comunidad Valenciana,yes,['galletas'],483.0,64.31,21.77,6.76,50.17,3.21,['Dulces'],
24,24,24,54,64,2019-04-17 06:28:11.000,1.1184007457227858e+18,1.1184007457227858e+18,es,"{'id': '6d564e12cf533f7a', 'url': 'https://api.twitter.com/1.1/geo/id/6d564e12cf533f7a.json', 'place_type': 'city', 'name': 'Mérida', 'full_name': 'Mérida, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.656873, 38.726889], [-6.656873, 39.181472], [-6.140414, 39.181472], [-6.140414, 38.726889]]]}, 'attributes': {}}",El peligro 'inesperado' de reutilizar el aceite de la sartén https://t.co/ck1EWzhPe7,alfonso,España,Mérida,"(-6.656873, 38.726889)",Extremadura,yes,"['té', 'aceite']",478.0,2.45,102.3654,1.7,7.0,0.0,"['Bebidas', 'Grasas y aceites']",male
25,25,25,56,66,2019-04-17 06:32:32.000,1.118401841732178e+18,1.118401841732178e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@MrChrisKlein Pues no me lo digas dos veces que me voy de cabeza, pegatina de la manzana en mi pecho y vamono😝",Martini,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['manzana'],50.0,24.0,0.0,0.3,0.0,2.0,['Frutas'],male
26,26,26,57,67,2019-04-17 06:34:17.000,1.1184022834301952e+18,1.1184022834301952e+18,es,"{'id': 'aab98cb60835e83e', 'url': 'https://api.twitter.com/1.1/geo/id/aab98cb60835e83e.json', 'place_type': 'city', 'name': 'Burgos', 'full_name': 'Burgos, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.794911, 42.284782], [-3.794911, 42.404004], [-3.583968, 42.404004], [-3.583968, 42.284782]]]}, 'attributes': {}}","Os presento a Enigma, de SuperZings. 😀
Bizcocho de chocolate relleno de crema de queso y cobertura de chocolate.… https://t.co/RPZ3eqs0og",losbizcochosdecarol,España,Burgos,"(-3.794911, 42.284782)",Castilla y León,yes,"['queso', 'chocolate', 'crema']",880.3299999999997,82.03999999999998,69.89,47.96,214.4,0.8300000000000001,"['Productos lacteos', 'Dulces', 'Productos lacteos']",
27,27,27,60,72,2019-04-17 06:40:38.000,1.1184038816823092e+18,1.1184038816823092e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@MaGu2506 Como una tortilla española. Kkkkkkkk.,Odette,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas'],female
28,28,28,61,73,2019-04-17 06:42:56.000,1.1184044571911578e+18,1.1184044571911578e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","""Tiene recetas mil el mundo torrijil""...@AndresGalisteoG en portada de @el_pais sobre las mejores torrijas!! Yo voy… https://t.co/MI6uLUwLRW",Carmen,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,"['Cereales y derivados', 'Cereales y derivados']",female
29,29,29,63,76,2019-04-17 06:48:37.000,1.1184058904602664e+18,1.1184058904602664e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",No todo son torrijas: platos típicos de Semana Santa muy madrileños https://t.co/DfkBAzuYEK,Gran,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,"['Cereales y derivados', 'Cereales y derivados']",male
30,30,30,65,78,2019-04-17 06:50:20.000,1.1184063194872463e+18,1.1184063194872463e+18,es,"{'id': 'efe412ad11b41f2a', 'url': 'https://api.twitter.com/1.1/geo/id/efe412ad11b41f2a.json', 'place_type': 'city', 'name': 'Benicarló', 'full_name': 'Benicarló, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[0.354777, 40.399549], [0.354777, 40.491898], [0.45352, 40.491898], [0.45352, 40.399549]]]}, 'attributes': {}}","@QuimTorraiPla Ajo y agua 
Borinot 
La república ben fotuda 😂😂😂😂",Bonny,España,Benicarló,"(0.354777, 40.399549)",Comunidad Valenciana,yes,['Ajo'],98.33,37.66,0.51,9.39,0.0,3.91,['Vegetales'],female
31,31,31,67,80,2019-04-17 06:52:08.000,1.118406775147864e+18,1.118406775147864e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Y si lo vuestro es Harry Potter, esta tarta está que mola!!!

🧙🏻‍♂️🤗🎂😉🍰😋🎊🧙🏻‍♀️

#harrypotter 

#ricciscakes riccis… https://t.co/s9OLEXV0vq",ricciscakes,Spain,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces'],
32,32,32,68,81,2019-04-17 06:53:59.000,1.1184072374064783e+18,1.1184072374064783e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@mcfly_ginger Jajaja, buenos dias,es a mi, o al cafe?😊👍☕☕",antonia,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['cafe'],38.0,2.45,2.3654,1.7,8.0,0.0,['Bebidas'],female
33,33,33,69,83,2019-04-17 06:55:00.000,1.1184074955994276e+18,1.1184074955994276e+18,es,"{'id': 'c113c1a6a18446bb', 'url': 'https://api.twitter.com/1.1/geo/id/c113c1a6a18446bb.json', 'place_type': 'city', 'name': 'Fuenlabrada', 'full_name': 'Fuenlabrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.844073, 40.249636], [-3.844073, 40.327769], [-3.739655, 40.327769], [-3.739655, 40.249636]]]}, 'attributes': {}}",@Lince7800 @lolocruce1 @vox_es Estos naranjas son más falsos q judas son los q usan chaquetas de doble vuelta.desde… https://t.co/P2Iw9lYxL1,español,España,Fuenlabrada,"(-3.844073, 40.249636)",Madrid,yes,"['naranjas', 'naranja']",152.0,34.4,0.0,3.2,0.0,8.0,"['Frutas', 'Frutas']",
