,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías,Gender
34,34,34,58,72,2019-04-18 20:26:09.000,1.118974016767824e+18,1.118974016767824e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",El kebab con patatas de al lado de mi casa me ha matado de verdad que no puedo moverme soy una bola,pitu,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,['Vegetales'],female
35,35,35,59,73,2019-04-18 20:26:48.000,1.1189741792174284e+18,1.1189741792174284e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Tardes de café y tarta que acaban en cenas maravillosas con gente maravillosa. https://t.co/WuLdvUXbrl,UnTalNeno,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces'],
36,36,36,60,74,2019-04-18 20:26:52.000,1.118974196586025e+18,1.118974196586025e+18,es,"{'id': 'c396c282250e2106', 'url': 'https://api.twitter.com/1.1/geo/id/c396c282250e2106.json', 'place_type': 'city', 'name': 'Manresa', 'full_name': 'Manresa, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.769524, 41.688129], [1.769524, 41.758331], [1.8750019999999998, 41.758331], [1.8750019999999998, 41.688129]]]}, 'attributes': {}}","#Genova 24-26, la manzana de la infamia https://t.co/NDQSOkrhbC",Ricard,España,Manresa,"(1.769524, 41.688129)",Cataluña,yes,['manzana'],50.0,24.0,0.0,0.3,0.0,2.0,['Frutas'],male
37,37,37,62,76,2019-04-18 20:27:53.000,1.1189744503371858e+18,1.1189744503371858e+18,es,"{'id': '5ad003e559cee757', 'url': 'https://api.twitter.com/1.1/geo/id/5ad003e559cee757.json', 'place_type': 'city', 'name': 'Girona', 'full_name': 'Girona, Espanya', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.782826, 41.939177], [2.782826, 42.02977], [2.8979749999999997, 42.02977], [2.8979749999999997, 41.939177]]]}, 'attributes': {}}",#HC7Ginger por lo sofisticado del jengibre y la hierbabuena. 👌,iaiaefa,Espanya,Girona,"(2.782826, 41.939177)",Cataluña,yes,['jengibre'],52.0,9.5,0.7,1.7,0.0,0.0,['Hierbas y especias'],
38,38,38,63,77,2019-04-18 20:27:59.000,1.1189744754317436e+18,1.1189744754317436e+18,es,"{'id': '5271c69733a1844d', 'url': 'https://api.twitter.com/1.1/geo/id/5271c69733a1844d.json', 'place_type': 'city', 'name': 'San Roque', 'full_name': 'San Roque, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.439296, 36.16818], [-5.439296, 36.337794], [-5.252798, 36.337794], [-5.252798, 36.16818]]]}, 'attributes': {}}",Ni huevo frito voy a comer che,Monique,España,San Roque,"(-5.439296, 36.16818)",Andalucía,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos'],female
39,39,39,68,82,2019-04-18 20:29:36.000,1.118974882526761e+18,1.118974882526761e+18,es,"{'id': '945d80994c687608', 'url': 'https://api.twitter.com/1.1/geo/id/945d80994c687608.json', 'place_type': 'city', 'name': 'Bugedo', 'full_name': 'Bugedo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.040848, 42.632417], [-3.040848, 42.677866], [-3.002385, 42.677866], [-3.002385, 42.632417]]]}, 'attributes': {}}","Hay palabras que usamos con el piloto automático. 
Servir, amor, pan, vino... Sabemos lo que significan. Pero que n… https://t.co/28IPAr4dRR",raulongo,España,Bugedo,"(-3.040848, 42.632417)",Castilla y León,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],
40,40,40,70,85,2019-04-18 20:31:09.000,1.1189752753148764e+18,1.1189752753148764e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","La comida era Potaje de garbanzos con panecillos de huevo, garbanzos y espinacas. Mañana lo comeré para recordar aquellos tiempos",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['huevo', 'espinacas']",172.0,2.24,11.59,14.89,385.0,1.84,"['Productos lacteos', 'Vegetales']",male
41,41,41,71,86,2019-04-18 20:31:12.000,1.1189752883129056e+18,1.1189752883129056e+18,es,"{'id': '1115004c3fafaf8a', 'url': 'https://api.twitter.com/1.1/geo/id/1115004c3fafaf8a.json', 'place_type': 'city', 'name': 'Santiago de Compostela', 'full_name': 'Santiago de Compostela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.632309, 42.82373], [-8.632309, 42.990113], [-8.389983, 42.990113], [-8.389983, 42.82373]]]}, 'attributes': {}}",Muerte por chocolate version 2020 en A Curtidoria Restaurante https://t.co/kiMLKqsRGh,Gonzalo,España,Santiago de Compostela,"(-8.632309, 42.82373)",Galicia,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces'],male
42,42,42,74,90,2019-04-18 20:31:56.000,1.1189754689408e+18,1.1189754689408e+18,es,"{'id': '4ef6d3f54fc946f0', 'url': 'https://api.twitter.com/1.1/geo/id/4ef6d3f54fc946f0.json', 'place_type': 'city', 'name': 'Santa Lucía de Tirajana', 'full_name': 'Santa Lucía de Tirajana, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.553822, 27.805868], [-15.553822, 27.948712], [-15.406329, 27.948712], [-15.406329, 27.805868]]]}, 'attributes': {}}",Me estoy haciendo pasta con una salsa muy muy rica que he preparado con verduras y me pondré a ver el nuevo capítulo de Riverdale ✌🏼,,España,Santa Lucía de Tirajana,"(-15.553822, 27.805868)",Islas Canarias,yes,"['salsa', 'pasta']",351.455,56.96,18.3,13.28,48.06,5.72,"['Sopas', 'Cereales y derivados']",female
43,43,43,75,91,2019-04-18 20:32:30.000,1.1189756145627668e+18,1.1189756145627668e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",Había mucha comida pero nada de carne. Era un sacrificio sobre todo el desayuno; ahora para mi la cuaresma carece d… https://t.co/bNlcGr7tWx,Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,['Carnes'],male
44,44,44,81,98,2019-04-18 20:39:16.000,1.1189773183854838e+18,1.1189773183854838e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",¡QUÉ ES UN HUEVO! 🥚,Nazaret,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['HUEVO'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos'],female
45,45,45,83,101,2019-04-18 20:39:43.000,1.1189774294927196e+18,1.1189774294927196e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","La sensación del cuerpo despues del gimnasio, la del cuerpo lleno de aceite en el masaje o en el bronceario con el… https://t.co/lT7Zrhz3vK",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites'],male
46,46,46,85,103,2019-04-18 20:40:34.000,1.118977641825153e+18,1.118977641825153e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",Si además comes en El Corte Ingles con el ambientazo que hay y la cerveza en el Hard Rock.......Contento por fuera y por dentro.....,Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas'],male
47,47,47,88,106,2019-04-18 20:42:06.000,1.1189780296136664e+18,1.1189780296136664e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","@fdodm @luisabeledo @mablanco60 @natalia_velilla @adsuara No, si la cebolla no la queremos. Para que te la vamos a… https://t.co/zxILOtlRs8",Pucho,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['cebolla', 'nata']",228.0,8.7,19.98,3.635,70.0,1.8,"['Vegetales', 'Productos lacteos']",male
48,48,48,89,108,2019-04-18 20:42:37.000,1.1189781591042908e+18,1.1189781591042908e+18,es,"{'id': '84809564179ffb21', 'url': 'https://api.twitter.com/1.1/geo/id/84809564179ffb21.json', 'place_type': 'city', 'name': 'Barakaldo', 'full_name': 'Barakaldo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.048774, 43.23803], [-3.048774, 43.30526], [-2.970519, 43.30526], [-2.970519, 43.23803]]]}, 'attributes': {}}","Como soy un adulto independiente, serio y responsable puedo cenar cereales de desayuno #yolovalgo https://t.co/up3vjANrRk",Jorge,España,Barakaldo,"(-3.048774, 43.23803)",Pais Vasco,yes,['cereales'],188.08,78.125,2.85,7.81,0.0,4.88,['Cereales y derivados'],male
49,49,49,90,109,2019-04-18 20:45:50.000,1.1189789694271652e+18,1.1189789694271652e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Ahora estoy aqui en mi sillón, relajado, comiendo nueces y bebiendo té negro con chocolate. Soy feliz sobre todo po… https://t.co/crZZ309Fl4",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['té', 'chocolate', 'nueces']",902.33,64.98,96.1754,22.99,27.0,5.73,"['Bebidas', 'Dulces', 'Frutos secos']",male
50,50,50,91,110,2019-04-18 20:46:30.000,1.1189791384366326e+18,1.1189791384366326e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Sanidad retira galletas y chocolates por contener derivados del cannabis via @El_Plural

https://t.co/TxoU3jqFtK… https://t.co/F8UnoxrGvm",Víctor,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['galletas', 'chocolate']",754.3299999999997,123.54,52.3,14.05,70.17,3.74,"['Dulces', 'Dulces']",male
51,51,51,92,111,2019-04-18 20:48:08.000,1.1189795473896612e+18,1.1189795473896612e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",tengl pizza para cenar 🤤,LX,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida'],
52,52,52,94,113,2019-04-18 20:48:59.000,1.1189797610097664e+18,1.1189797610097664e+18,es,"{'id': 'db3ae73fb88e93d8', 'url': 'https://api.twitter.com/1.1/geo/id/db3ae73fb88e93d8.json', 'place_type': 'city', 'name': 'Marbella', 'full_name': 'Marbella, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.014957, 36.459841], [-5.014957, 36.555149], [-4.730868, 36.555149], [-4.730868, 36.459841]]]}, 'attributes': {}}",La reinterpretación del arroz con leche de La Milla se acompaña de un helado de canela y ralladura en sala de trufa… https://t.co/itWbmo2IgG,LA,España,Marbella,"(-5.014957, 36.459841)",Andalucía,yes,"['helado', 'arroz', 'leche', 'canela']",1053.0,285.49,18.9,17.76,48.0,55.7,"['Productos lacteos', 'Cereales y derivados', 'Productos lacteos', 'Hierbas y especias']",female
53,53,53,96,115,2019-04-18 20:49:52.000,1.118979984146694e+18,1.118979984146694e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Por cierto se me olvido. Tengo en el frigo un batido que he hecho de 
Platano
Avena
Leche de almendras
Y canela, mucha canela",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['Leche', 'Avena', 'canela', 'Leche de almendras', 'almendras', 'almendra', 'batido']",2539.0,309.6,122.51,71.24,19.0,89.05999999999996,"['Productos lacteos', 'Cereales y derivados', 'Hierbas y especias', 'Bebidas', 'Frutos secos', 'Frutos secos', 'Productos lacteos']",male
54,54,54,99,118,2019-04-18 20:52:17.000,1.118980591347798e+18,1.118980591347798e+18,es,"{'id': '1115004c3fafaf8a', 'url': 'https://api.twitter.com/1.1/geo/id/1115004c3fafaf8a.json', 'place_type': 'city', 'name': 'Santiago de Compostela', 'full_name': 'Santiago de Compostela, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.632309, 42.82373], [-8.632309, 42.990113], [-8.389983, 42.990113], [-8.389983, 42.82373]]]}, 'attributes': {}}",Innovación + Diseño. El increíble “mundo fantástico de la sardina” en Porto. Creatividad pura para revitalizar un n… https://t.co/FAJHcws3sm,Daniel,Spain,Santiago de Compostela,"(-8.632309, 42.82373)",Galicia,yes,['sardina'],140.0,0.0,7.5,18.1,100.0,0.0,"['Pescado, moluscos y marisco']",male
55,55,55,101,120,2019-04-18 20:54:23.000,1.1189811214993818e+18,1.1189811214993818e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",en el dia de enviar nudes no me han enviado ninguna nude PERO he comido torrijas https://t.co/dMGNoHnGxx,moira,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,"['Cereales y derivados', 'Cereales y derivados']",female
56,56,56,104,124,2019-04-18 20:59:41.000,1.1189824559633244e+18,1.1189824559633244e+18,es,"{'id': '5e998eaa02492b79', 'url': 'https://api.twitter.com/1.1/geo/id/5e998eaa02492b79.json', 'place_type': 'city', 'name': 'Roquetas de Mar', 'full_name': 'Roquetas de Mar, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.664889, 36.698108], [-2.664889, 36.856637], [-2.552513, 36.856637], [-2.552513, 36.698108]]]}, 'attributes': {}}","Sois inseparables, sæcios, colegas,uña y carne,amigas del alma,más que hermanas,compis, primos, troncos,colegas del… https://t.co/r3o3pvQavl",Idiomas,España,Roquetas de Mar,"(-2.664889, 36.698108)",Andalucía,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,['Carnes'],
57,57,57,105,125,2019-04-18 20:59:46.000,1.118982473604567e+18,1.118982473604567e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@RobDomlnguez Aunque, también le podemos llamar sopa 😂",Gabriela,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['sopa'],321.0,58.24,4.34,10.99,74.0,2.2,['Sopas'],female
58,58,58,107,127,2019-04-18 21:00:40.000,1.1189827014475694e+18,1.1189827014475694e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@SrDislexia Yo me tripeo esas vainas. Demasiado. Pero conozco gente que no sería capaz ni borracho. Mi mejor amiga… https://t.co/dX48RLLHDm,Gabriela,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['vainas'],43.0,7.55,0.2,2.8,0.0,2.6,['Vegetales'],female
59,59,59,111,132,2019-04-18 21:03:37.000,1.1189834450724824e+18,1.1189834450724824e+18,es,"{'id': '1483c2f74bdec955', 'url': 'https://api.twitter.com/1.1/geo/id/1483c2f74bdec955.json', 'place_type': 'city', 'name': 'Ubrique', 'full_name': 'Ubrique, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.539217, 36.613659], [-5.539217, 36.70003], [-5.395112, 36.70003], [-5.395112, 36.613659]]]}, 'attributes': {}}","Próximamente podrás disfrutar de la mejor cerveza, gastronomía y ambiente #avenida80 #ubrique https://t.co/56JzH15Zui",Avenida,España,Ubrique,"(-5.539217, 36.613659)",Andalucía,yes,"['cerveza', 'fruta']",149.0,53.12000000000001,0.1,1.4,0.0,1.1,"['Bebidas Alcoholicas', 'Frutas']",
60,60,60,113,134,2019-04-18 21:06:00.000,1.1189840455750696e+18,1.1189840455750696e+18,es,"{'id': '342f9faf7392d4ce', 'url': 'https://api.twitter.com/1.1/geo/id/342f9faf7392d4ce.json', 'place_type': 'city', 'name': 'Logroño', 'full_name': 'Logroño, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.542232, 42.429049], [-2.542232, 42.519984], [-2.341476, 42.519984], [-2.341476, 42.429049]]]}, 'attributes': {}}","Lección de #helado según @fernandohelado y @angyhelado 
1.- De queso Stilton con naranja
2.- De trufa negra… https://t.co/9NA2cFkqCH",Julia,España,Logroño,"(-2.542232, 42.429049)",La Rioja,yes,"['helado', 'queso', 'naranja']",754.0,45.91,45.0,41.17,108.4,5.2,"['Productos lacteos', 'Productos lacteos', 'Frutas']",female
61,61,61,114,135,2019-04-18 21:06:30.000,1.1189841707416004e+18,1.1189841707416004e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",Siento que tengo aceite hasta en la cabeza........,Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites'],male
62,62,62,115,136,2019-04-18 21:08:06.000,1.1189845745398456e+18,1.1189845745398456e+18,es,"{'id': '68b1ba240f4e87aa', 'url': 'https://api.twitter.com/1.1/geo/id/68b1ba240f4e87aa.json', 'place_type': 'city', 'name': 'Cangas de Onís', 'full_name': 'Cangas de Onís, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.184748, 43.204438], [-5.184748, 43.424145], [-4.941815, 43.424145], [-4.941815, 43.204438]]]}, 'attributes': {}}","De cena, y nos estamos amariconeando. No hay nadie que quiera comer conmigo unes “manos de cerdo”",Hugo,España,Cangas de Onís,"(-5.184748, 43.204438)",Asturias,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],male
63,63,63,117,138,2019-04-18 21:09:53.000,1.1189850202894868e+18,1.1189850202894868e+18,es,"{'id': 'eb60c1a4ab509822', 'url': 'https://api.twitter.com/1.1/geo/id/eb60c1a4ab509822.json', 'place_type': 'city', 'name': 'Sabiñánigo', 'full_name': 'Sabiñánigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.507045, 42.293567], [-0.507045, 42.732729], [-0.073846, 42.732729], [-0.073846, 42.293567]]]}, 'attributes': {}}","@Mariamtoday @Manuelaotero6 @carmenporter_ Si claro q si,, y este hombre el vino era pa morirse de rico y eso q no soy de vino pero,,,",Rosario,España,Sabiñánigo,"(-0.507045, 42.293567)",Aragón,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],female
64,64,64,118,139,2019-04-18 21:10:38.000,1.118985210484396e+18,1.118985210484396e+18,es,"{'id': 'eb60c1a4ab509822', 'url': 'https://api.twitter.com/1.1/geo/id/eb60c1a4ab509822.json', 'place_type': 'city', 'name': 'Sabiñánigo', 'full_name': 'Sabiñánigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.507045, 42.293567], [-0.507045, 42.732729], [-0.073846, 42.732729], [-0.073846, 42.293567]]]}, 'attributes': {}}","@Manuelaotero6 @carmenporter_ Pues sino un vasico vino también vale y es bueno,, dicen😀",Rosario,España,Sabiñánigo,"(-0.507045, 42.293567)",Aragón,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],female
65,65,65,119,140,2019-04-18 21:10:39.000,1.1189852162305924e+18,1.1189852162305924e+18,es,"{'id': 'd9ebaeaac39060be', 'url': 'https://api.twitter.com/1.1/geo/id/d9ebaeaac39060be.json', 'place_type': 'city', 'name': 'Ourense', 'full_name': 'Ourense, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.003734, 42.288179], [-8.003734, 42.398321], [-7.805959, 42.398321], [-7.805959, 42.288179]]]}, 'attributes': {}}",El queso fundido es un manjar De Dios,Tinez,España,Ourense,"(-8.003734, 42.288179)",Galicia,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos'],
66,66,66,120,141,2019-04-18 21:11:15.000,1.1189853642727548e+18,1.1189853642727548e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}",Rock FM repite máis que un revolto de allos con salsa alioli.,O,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,['Sopas'],male
67,67,67,121,142,2019-04-18 21:11:34.000,1.1189854453192828e+18,1.1189854453192828e+18,es,"{'id': '95e3b8cc42de590d', 'url': 'https://api.twitter.com/1.1/geo/id/95e3b8cc42de590d.json', 'place_type': 'city', 'name': 'Suances', 'full_name': 'Suances, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.097151, 43.383139], [-4.097151, 43.445242], [-4.016889, 43.445242], [-4.016889, 43.383139]]]}, 'attributes': {}}",@mobtomas Con un buen vino 🍷🍷👍,José,España,Suances,"(-4.097151, 43.383139)",Cantabria,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male
