,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías,Gender
10,10,10,21,28,2019-04-18 19:56:27.000,1.1189665417170534e+18,1.1189665417170534e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@mablanco60 @natalia_velilla @adsuara Que no me guste la cebolla no significa que no entienda la verdadera dimensió… https://t.co/CBTHxtTlhz,Pucho,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['cebolla', 'nata']",228.0,8.7,19.98,3.635,70.0,1.8,"['Vegetales', 'Productos lacteos']",male
11,11,11,22,29,2019-04-18 19:56:43.000,1.1189666087126712e+18,1.1189666087126712e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}","Mucho ""I Love you...guys""🤟🏼😏,pero a mi no me la das con queso tú y tus compañeros...NOS QUERÉIS EN EL SUELOOOO!! Qu… https://t.co/hs55aKLKe0",Stere,España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos'],
12,12,12,25,33,2019-04-18 19:58:19.000,1.1189670097678254e+18,1.1189670097678254e+18,es,"{'id': '1115004c3fafaf8a', 'url': 'https://api.twitter.com/1.1/geo/id/1115004c3fafaf8a.json', 'place_type': 'city', 'name': 'Santiago de Compostela', 'full_name': 'Santiago de Compostela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.632309, 42.82373], [-8.632309, 42.990113], [-8.389983, 42.990113], [-8.389983, 42.82373]]]}, 'attributes': {}}",pedimos duas cocacolas e trouxéronnos patatillas manises tortilla y sandwich.......en canarias cóbranche o pan con mojo,seio,España,Santiago de Compostela,"(-8.632309, 42.82373)",Galicia,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas'],
13,13,13,26,34,2019-04-18 19:58:19.000,1.1189670103254794e+18,1.1189670103254794e+18,es,"{'id': 'ec2ead284df00347', 'url': 'https://api.twitter.com/1.1/geo/id/ec2ead284df00347.json', 'place_type': 'city', 'name': 'Alcalá de Henares', 'full_name': 'Alcalá de Henares, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.44735, 40.446007], [-3.44735, 40.546039], [-3.283896, 40.546039], [-3.283896, 40.446007]]]}, 'attributes': {}}","🌸 Noche de pizza y HBO viendo Siren....en la gloria!!!!!
▪️
🍭#cuidarsedespuesdelos40 #ioleefit #takecareafter40… https://t.co/ULaZ6Cd8Z7",Cuidarse,España,Alcalá de Henares,"(-3.44735, 40.446007)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida'],
14,14,14,27,35,2019-04-18 19:58:45.000,1.1189671186517728e+18,1.1189671186517728e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Mermeladas #higos #dulce #casero en Santa Maria del Pi, Barcelona https://t.co/iV0mxVgUeS",Heriberto,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['Mermelada', 'higos']",330.0,98.63,0.14,1.74,0.0,3.2,"['Vegetales', 'Frutas']",male
15,15,15,29,37,2019-04-18 19:58:55.000,1.1189671639671684e+18,1.1189671639671684e+18,es,"{'id': '1115004c3fafaf8a', 'url': 'https://api.twitter.com/1.1/geo/id/1115004c3fafaf8a.json', 'place_type': 'city', 'name': 'Santiago de Compostela', 'full_name': 'Santiago de Compostela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.632309, 42.82373], [-8.632309, 42.990113], [-8.389983, 42.990113], [-8.389983, 42.82373]]]}, 'attributes': {}}",pedimos duas cocacolas e trouxéronnos patatillas manises tortilla e sandwich.......en canarias cóbranche o pan con mojo,seio,España,Santiago de Compostela,"(-8.632309, 42.82373)",Galicia,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas'],
16,16,16,30,38,2019-04-18 19:58:59.000,1.1189671784584806e+18,1.1189671784584806e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Acabo de probar la pizza con piña por primera vez in drag race herstory.
Y opino que...",MI,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['pizza', 'piña']",526.0,33.7,9.8,8.7,16.0,2.9,"['Comida rapida', 'Frutas']",female
17,17,17,33,43,2019-04-18 20:03:04.000,1.1189682045237044e+18,1.1189682045237044e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Loco Polo en #Barcelona Carrer dels Sombrerers,  #postre #helado #paracompartir #locopolooriginales/4polos https://t.co/xWnlbahKlt",Pizza,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos'],
18,18,18,35,46,2019-04-18 20:07:05.000,1.1189692169028608e+18,1.1189692169028608e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",En el Duty Free hay crema durex para follar por si te apetece echar un cohete pero no hay espuma.,Sefarad,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,['Productos lacteos'],
19,19,19,39,51,2019-04-18 20:13:35.000,1.1189708512006596e+18,1.1189708512006596e+18,es,"{'id': 'db53ed56af4cd5ae', 'url': 'https://api.twitter.com/1.1/geo/id/db53ed56af4cd5ae.json', 'place_type': 'city', 'name': 'Orihuela', 'full_name': 'Orihuela, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.036797, 37.887501], [-1.036797, 38.329213], [-0.70487, 38.329213], [-0.70487, 37.887501]]]}, 'attributes': {}}",Voy a pillar una buena torrija en El Divino de davinia Martínez https://t.co/pTx1gfsPNb,David,España,Orihuela,"(-1.036797, 37.887501)",Comunidad Valenciana,yes,"['vino', 'torrija']",307.0,18.61,16.0,5.29,88.0,1.0,"['Bebidas Alcoholicas', 'Cereales y derivados']",male
20,20,20,40,52,2019-04-18 20:13:43.000,1.1189708847426806e+18,1.1189708847426806e+18,es,"{'id': '7974acce42d034d5', 'url': 'https://api.twitter.com/1.1/geo/id/7974acce42d034d5.json', 'place_type': 'city', 'name': 'Santa Cruz de Tenerife', 'full_name': 'Santa Cruz de Tenerife, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.343595, 28.409769], [-16.343595, 28.589393], [-16.119363, 28.589393], [-16.119363, 28.409769]]]}, 'attributes': {}}",Descansando!!!! Yujuuuu!!!! #relax #semanasanta #vacaciones #tranqui #helado #icecream en Santa Cruz de Tenerife https://t.co/gmEjAhWeKP,Charlie,España,Santa Cruz de Tenerife,"(-16.343595, 28.409769)",Islas Canarias,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos'],male
21,21,21,42,54,2019-04-18 20:15:51.000,1.1189714227082404e+18,1.1189714227082404e+18,es,"{'id': '55066be1721898d3', 'url': 'https://api.twitter.com/1.1/geo/id/55066be1721898d3.json', 'place_type': 'city', 'name': 'Aranjuez', 'full_name': 'Aranjuez, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.881487, 39.884537], [-3.881487, 40.130601], [-3.51354, 40.130601], [-3.51354, 39.884537]]]}, 'attributes': {}}",@alvarito2696 Una captura de un pavo https://t.co/VUweIuOqS7,Devil,España,Aranjuez,"(-3.881487, 39.884537)",Madrid,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas'],
22,22,22,43,56,2019-04-18 20:16:12.000,1.118971513506554e+18,1.118971513506554e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}",Reposted from @beaamuntvcf79  -  Feliz noche desde España papi @willylevy29 levyfans y a tod@s! Besitos de miel! ❤❤… https://t.co/WLYTXdzfer,M,España,Móstoles,"(-3.945389, 40.285747)",Madrid,yes,['miel'],315.0,76.8,0.0,0.5,0.0,0.0,['Dulces'],male
23,23,23,44,57,2019-04-18 20:18:37.000,1.1189721203468902e+18,1.1189721203468902e+18,es,"{'id': '4ecb58704564d392', 'url': 'https://api.twitter.com/1.1/geo/id/4ecb58704564d392.json', 'place_type': 'city', 'name': 'Córdoba', 'full_name': 'Córdoba, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.9970099999999995, 37.664255], [-4.9970099999999995, 38.030946], [-4.351492, 38.030946], [-4.351492, 37.664255]]]}, 'attributes': {}}",Ojalá la vida fuera tan sencilla como hacer un huevo frito,osdelbal,España,Córdoba,"(-4.9970099999999995, 37.664255)",Andalucía,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos'],
24,24,24,45,58,2019-04-18 20:18:55.000,1.1189721947789558e+18,1.1189721947789558e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",Es difícil vencer a un buen pedazo de culo cerdo. gordo y guarro. #Bcn #GayBarcelona #HotFuck #GaySlutPig Esperando… https://t.co/IAhqnWd0HH,xandlyxup,Spain,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],
25,25,25,46,59,2019-04-18 20:19:32.000,1.1189723488231464e+18,1.1189723488231464e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",@jesusillorubio Te como con patatas culo pollo ❤,,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,"['pollo', 'patatas']",704.0,49.5,44.5,26.4,99.0,4.0,"['Productos avicolas', 'Vegetales']",female
26,26,26,47,60,2019-04-18 20:20:01.000,1.118972470726398e+18,1.118972470726398e+18,es,"{'id': 'c51558bd9045bbe4', 'url': 'https://api.twitter.com/1.1/geo/id/c51558bd9045bbe4.json', 'place_type': 'city', 'name': 'Ribamontán al Mar', 'full_name': 'Ribamontán al Mar, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.7717739999999997, 43.428753], [-3.7717739999999997, 43.49295], [-3.637246, 43.49295], [-3.637246, 43.428753]]]}, 'attributes': {}}",@lvplt @dmontanes Joder pues ya sería la leche que quisieran hacer ese proyecto que nos encargó la diputación de Bu… https://t.co/HUp4W277HI,raul,España,Ribamontán al Mar,"(-3.7717739999999997, 43.428753)",Cantabria,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],male
27,27,27,48,61,2019-04-18 20:20:13.000,1.118972523201409e+18,1.118972523201409e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Ayer Cinglano hoy Conquero.
El vino de los tiesos funciona.",Rovira,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],
28,28,28,50,63,2019-04-18 20:20:31.000,1.1189725967315722e+18,1.1189725967315722e+18,es,"{'id': 'c38684a7e6a66610', 'url': 'https://api.twitter.com/1.1/geo/id/c38684a7e6a66610.json', 'place_type': 'city', 'name': 'Huesca', 'full_name': 'Huesca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.517874, 42.027978], [-0.517874, 42.24508], [-0.336818, 42.24508], [-0.336818, 42.027978]]]}, 'attributes': {}}",@alcalagar @SkoOrp @Bernievinyes @MisterEspeto @kavamarbella ¿Sin mantequilla?,cook,España,Huesca,"(-0.517874, 42.027978)",Aragón,yes,['mantequilla'],503.0,0.0,55.1,3.3,106.0,0.0,['Productos lacteos'],male
29,29,29,53,67,2019-04-18 20:23:01.000,1.118973225243902e+18,1.118973225243902e+18,es,"{'id': '8846a25f295ebcd3', 'url': 'https://api.twitter.com/1.1/geo/id/8846a25f295ebcd3.json', 'place_type': 'city', 'name': 'Puertollano', 'full_name': 'Puertollano, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.262514, 38.571826], [-4.262514, 38.709697], [-3.927018, 38.709697], [-3.927018, 38.571826]]]}, 'attributes': {}}",Me acabo de comer 2 trozos de pudín de queso como mi cabeza de grandes y voy a explotar por la intolerancia a la la… https://t.co/0pMa8hRGys,Jocu,Spain,Puertollano,"(-4.262514, 38.571826)",Castilla la Mancha,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos'],female
30,30,30,54,68,2019-04-18 20:23:43.000,1.1189734020506993e+18,1.1189734020506993e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Están tomando setas como el súper Mario
Se creen gigantes pero son enanos",MAD,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['setas'],26.0,8.0,0.3,1.8,0.0,0.0,['Vegetales'],male
31,31,31,55,69,2019-04-18 20:24:07.000,1.1189735018289276e+18,1.1189735018289276e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Me ha encantado las clases #salsa &amp; #bachata en #Activatbarcelona 
Gracias percy.31 🔝🔝🔝 en Activa'T Barcelona https://t.co/AJGyPQKzz9",ZoukLambadaNuriZumba,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,['Sopas'],
32,32,32,56,70,2019-04-18 20:24:46.000,1.1189736662499246e+18,1.1189736662499246e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Antes en Semana Santa no se iba de viaje, se vivía en familia comiendo mucho pero sin carne y muchos dulces.....",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,['Carnes'],male
33,33,33,57,71,2019-04-18 20:25:03.000,1.1189737394278604e+18,1.1189737394278604e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Me voy a poner crema en las manos, vuelvo en nada...",Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,['Productos lacteos'],male
