,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender,Categorías
112,112,112,112,112,191,234,2019-04-05 13:04:27.000,1.1141518147006464e+18,1.1141518147006464e+18,es,"{'id': 'a9530eb697d5ceca', 'url': 'https://api.twitter.com/1.1/geo/id/a9530eb697d5ceca.json', 'place_type': 'city', 'name': 'Torrelavega', 'full_name': 'Torrelavega, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.0819469999999995, 43.300475], [-4.0819469999999995, 43.38173], [-4.001953, 43.38173], [-4.001953, 43.300475]]]}, 'attributes': {}}","No hay cosa que me dé más asco. Bueno sí, las papas y las lentejas",mamba,España,Torrelavega,"(-4.0819469999999995, 43.300475)",Cantabria,yes,['lentejas'],333.0,54.8,1.7,23.0,0.0,11.2,female,['Legumbres']
113,113,113,113,113,195,239,2019-04-05 13:05:52.000,1.1141521736324792e+18,1.1141521736324792e+18,es,"{'id': '545ff09ac88c18c9', 'url': 'https://api.twitter.com/1.1/geo/id/545ff09ac88c18c9.json', 'place_type': 'city', 'name': 'Tacoronte', 'full_name': 'Tacoronte, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-16.430397, 28.429221], [-16.430397, 28.527994], [-16.370744, 28.527994], [-16.370744, 28.429221]]]}, 'attributes': {}}","@CathaysaHope Os ojalá comer helado solo, aunque comer lo que sea la verdad JAJAJAJ",Iván,España,Tacoronte,"(-16.430397, 28.429221)",Islas Canarias,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,,['Productos lacteos']
114,114,114,114,114,197,241,2019-04-05 13:08:47.000,1.1141529062012108e+18,1.1141529062012108e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}",@blarregui Jajaj #trippel ya me suena a nombre de cerveza belga cargadora de azúcares...no será mejor pasarse a la… https://t.co/YVo55KaLdG,Julio,Spain,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male,['Bebidas Alcoholicas']
115,115,115,115,115,202,246,2019-04-05 13:12:16.000,1.1141537824499672e+18,1.1141537824499672e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@dediegojavier @AlvaroAlcantur Eso no es una sardina. Es un jurelo 😜,María,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['sardina'],140.0,0.0,7.5,18.1,100.0,0.0,female,"['Pescado, moluscos y marisco']"
116,116,116,116,116,204,248,2019-04-05 13:12:53.000,1.1141539380964064e+18,1.1141539380964064e+18,es,"{'id': 'ceadb72dde2f4f67', 'url': 'https://api.twitter.com/1.1/geo/id/ceadb72dde2f4f67.json', 'place_type': 'city', 'name': 'Priego de Córdoba', 'full_name': 'Priego de Córdoba, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.32584, 37.323144], [-4.32584, 37.57528], [-4.060058, 37.57528], [-4.060058, 37.323144]]]}, 'attributes': {}}",@AlejandroGrazia @adeladessire Pasta corta pasta cortaa lero lerooo Alejo es feo😅😂😂😂 se me salio la niña que hay en… https://t.co/5yb973XK9K,Ivorod,España,Priego de Córdoba,"(-4.32584, 37.323144)",Andalucía,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,,['Cereales y derivados']
117,117,117,117,117,207,251,2019-04-05 13:14:48.000,1.1141544200680612e+18,1.1141544200680612e+18,es,"{'id': 'cb8a127ab435e522', 'url': 'https://api.twitter.com/1.1/geo/id/cb8a127ab435e522.json', 'place_type': 'city', 'name': 'Illescas', 'full_name': 'Illescas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.913754, 40.08937], [-3.913754, 40.177295], [-3.771153, 40.177295], [-3.771153, 40.08937]]]}, 'attributes': {}}",El nesquik jajajaja,mary,España,Illescas,"(-3.913754, 40.08937)",Castilla la Mancha,yes,['nesquik'],383.0,79.2,3.6,4.8,0.0,7.2,female,['Dulces']
118,118,118,118,118,208,252,2019-04-05 13:15:19.000,1.114154551886721e+18,1.114154551886721e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",kiero chocolate,jess,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,female,['Dulces']
119,119,119,119,119,210,254,2019-04-05 13:18:17.000,1.1141552957003244e+18,1.1141552957003244e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Yo ayer: voy a comprar fruta para llevar a los descansos del trabajo
Yo hoy: *se deja la fruta en casa*",ENGAGED,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['fruta', 'ajo']",205.32999999999998,87.66,0.61,10.290000000000001,0.0,5.01,,"['Frutas', 'Vegetales']"
120,120,120,120,120,211,256,2019-04-05 13:24:11.000,1.1141567815409788e+18,1.1141567815409788e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","No hay nada mejor que hacer #pellas de comedor con mis #chilpayates, uno a la vez.
Hoy tocó #hamburguesa de las bue… https://t.co/TqDgQbkCuk",Raquel,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['hamburguesa'],510.0,47.5,25.2,22.76,59.0,4.1,female,['Comida rapida']
121,121,121,121,121,212,257,2019-04-05 13:25:07.000,1.1141570185190972e+18,1.1141570185190972e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","#SABORES19 | Instinto básico: Con carne y whisky soy feliz. 
Si es un lomo de vaca madurada como éste {by madridang… https://t.co/atUHpewYDM",Patsy,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['carne', 'lomo']",317.75,0.0,22.27,49.1,141.7,0.0,female,"['Carnes', 'Carnes']"
122,122,122,122,122,213,258,2019-04-05 13:25:28.000,1.1141571062807142e+18,1.1141571062807142e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",La pila del pato...buen sitio https://t.co/jPEtMGPH8S,Alvaro,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['pato'],138.0,0.0,6.5,19.7,110.0,0.0,male,['Productos avicolas']
123,123,123,123,123,215,260,2019-04-05 13:25:46.000,1.1141571822856888e+18,1.1141571822856888e+18,es,"{'id': '429521da4824fe07', 'url': 'https://api.twitter.com/1.1/geo/id/429521da4824fe07.json', 'place_type': 'city', 'name': 'Granollers', 'full_name': 'Granollers, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.256497, 41.564021], [2.256497, 41.622566], [2.30384, 41.622566], [2.30384, 41.564021]]]}, 'attributes': {}}","FITMIN Purity, pienso GATOS holistico, natural , sin cereales....porque quieres lo mejor para tu felino.
#gatos #ad… https://t.co/ioTmoUguNj",NU,España,Granollers,"(2.256497, 41.564021)",Cataluña,yes,['cereales'],188.08,78.125,2.85,7.81,0.0,4.88,female,['Cereales y derivados']
124,124,124,124,124,221,266,2019-04-05 13:32:06.000,1.1141587748755004e+18,1.1141587748755004e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}","@sabelaot2018 Sabeliña,ti es a hostia en vinagre!! Fermosa por fora e por dentro!! Un bico dende Coruña!!",juan,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['vinagre'],4.0,0.6,0.0,0.4,0.0,0.0,male,['Salsas']
125,125,125,125,125,222,267,2019-04-05 13:33:44.000,1.1141591843612058e+18,1.1141591843612058e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@jef_sv Jajaja no porque el arroz se me pasa ... jajajaajaja Joder!!!,Mandy,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,female,['Cereales y derivados']
126,126,126,126,126,224,271,2019-04-05 13:36:32.000,1.1141598882409062e+18,1.1141598882409062e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","#pan de @triticumbread y #jamoniberico de @jamoncarrasco . 😋😋😋Pan blanco, tierno y ligeramente dulce al estilo de l… https://t.co/EYBWyRO9DL",Julia,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['ramen'],436.0,126.0,32.0,20.0,0.0,2.3,female,['Cereales y derivados']
127,127,127,127,127,226,273,2019-04-05 13:38:54.000,1.114160484675199e+18,1.114160484675199e+18,es,"{'id': 'a9530eb697d5ceca', 'url': 'https://api.twitter.com/1.1/geo/id/a9530eb697d5ceca.json', 'place_type': 'city', 'name': 'Torrelavega', 'full_name': 'Torrelavega, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.0819469999999995, 43.300475], [-4.0819469999999995, 43.38173], [-4.001953, 43.38173], [-4.001953, 43.300475]]]}, 'attributes': {}}","La tuna del rectorado JAJAJAJAJA eso sí que fue un espectáculo, que luego bebimos cerveza gratis",mamba,España,Torrelavega,"(-4.0819469999999995, 43.300475)",Cantabria,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,female,['Bebidas Alcoholicas']
128,128,128,128,128,228,276,2019-04-05 13:40:58.000,1.1141610038544794e+18,1.1141610038544794e+18,es,"{'id': '18760d8c2f8ec22e', 'url': 'https://api.twitter.com/1.1/geo/id/18760d8c2f8ec22e.json', 'place_type': 'city', 'name': 'Calafell', 'full_name': 'Calafell, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.557382, 41.18578], [1.557382, 41.234804], [1.62212, 41.234804], [1.62212, 41.18578]]]}, 'attributes': {}}",@rcdestats1 @L_rcde Total los podremos traspasar cobrando mucha pasta,Joaquim,España,Calafell,"(1.557382, 41.18578)",Cataluña,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,male,['Cereales y derivados']
129,129,129,129,129,229,277,2019-04-05 13:41:27.000,1.1141611254096076e+18,1.1141611254096076e+18,es,"{'id': '3f632fe0c3770e29', 'url': 'https://api.twitter.com/1.1/geo/id/3f632fe0c3770e29.json', 'place_type': 'city', 'name': 'Segovia', 'full_name': 'Segovia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.336763, 40.83481], [-4.336763, 40.988843], [-4.052472, 40.988843], [-4.052472, 40.83481]]]}, 'attributes': {}}",Gracias a las chuches que nos dieron ayer en Publicatessen he podido desayunar y vivir un poco,BLANCAROSALESVILLAR,España,Segovia,"(-4.336763, 40.83481)",Castilla y León,yes,['chuches'],389.0,190.0,0.0,0.4,0.0,0.0,,['Dulces']
130,130,130,130,130,230,278,2019-04-05 13:41:46.000,1.1141612072404746e+18,1.1141612072404746e+18,es,"{'id': '74726fb3c92d7037', 'url': 'https://api.twitter.com/1.1/geo/id/74726fb3c92d7037.json', 'place_type': 'city', 'name': 'Badajoz', 'full_name': 'Badajoz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.1602879999999995, 38.554325], [-7.1602879999999995, 39.194551], [-6.552066, 39.194551], [-6.552066, 38.554325]]]}, 'attributes': {}}",@Avocaida Sería Hermes pero no tengo pasta xd pero sí.,I,España,Badajoz,"(-7.1602879999999995, 38.554325)",Extremadura,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,,['Cereales y derivados']
131,131,131,131,131,231,280,2019-04-05 13:41:55.000,1.1141612460377866e+18,1.1141612460377866e+18,es,"{'id': '223221a9768a6c57', 'url': 'https://api.twitter.com/1.1/geo/id/223221a9768a6c57.json', 'place_type': 'city', 'name': 'Sueca', 'full_name': 'Sueca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.361466, 39.163849], [-0.361466, 39.315931], [-0.244829, 39.315931], [-0.244829, 39.163849]]]}, 'attributes': {}}",@SchrodingerGata En cual ponen cerveza??,samstg,España,Sueca,"(-0.361466, 39.163849)",Comunidad Valenciana,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,,['Bebidas Alcoholicas']
132,132,132,132,132,233,282,2019-04-05 13:42:52.000,1.1141614856583823e+18,1.1141614856583823e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","😎 ¡¡Llegó el viernes!! 😎

¿Hace una cervecita?

En Ascent nos gusta la buena cerveza... 
🍻¿Sabías que tenemos Paula… https://t.co/yDH2Zajg7R",Ascent,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,,['Bebidas Alcoholicas']
133,133,133,133,133,235,284,2019-04-05 13:42:54.000,1.1141614940847924e+18,1.1141614940847924e+18,es,"{'id': 'af774b4e7814ddb7', 'url': 'https://api.twitter.com/1.1/geo/id/af774b4e7814ddb7.json', 'place_type': 'city', 'name': 'Las Ventas de Retamosa', 'full_name': 'Las Ventas de Retamosa, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.184626, 40.126744], [-4.184626, 40.172655], [-4.091826, 40.172655], [-4.091826, 40.126744]]]}, 'attributes': {}}","Bueno, le he explicado a mi amiga, la vegetariana a ratos, mi dieta, ha sido mencionar la clara de huevo y la leche… https://t.co/2Tuxq3a6NT",Agus,España,Las Ventas de Retamosa,"(-4.184626, 40.126744)",Castilla la Mancha,yes,"['huevo', 'leche']",215.0,5.0,14.899999999999999,15.56,399.0,0.0,male,"['Productos lacteos', 'Productos lacteos']"
134,134,134,134,134,238,289,2019-04-05 13:46:15.000,1.1141623364015882e+18,1.1141623364015882e+18,es,"{'id': 'dd5ca53bdb47a1cb', 'url': 'https://api.twitter.com/1.1/geo/id/dd5ca53bdb47a1cb.json', 'place_type': 'city', 'name': 'Toledo', 'full_name': 'Toledo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.179635, 39.810555], [-4.179635, 39.925092], [-3.8147919999999997, 39.925092], [-3.8147919999999997, 39.810555]]]}, 'attributes': {}}",@Pinkman1984 Teniendo en cuenta que murió en el 94 teniendo tú 10 años o bien se te adelantó el pavo o adorabas a l… https://t.co/K6BrhgUmbz,Japapa,España,Toledo,"(-4.179635, 39.810555)",Castilla la Mancha,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,,['Productos avicolas']
135,135,135,135,135,239,290,2019-04-05 13:46:20.000,1.114162358014886e+18,1.114162358014886e+18,es,"{'id': '84809564179ffb21', 'url': 'https://api.twitter.com/1.1/geo/id/84809564179ffb21.json', 'place_type': 'city', 'name': 'Barakaldo', 'full_name': 'Barakaldo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.048774, 43.23803], [-3.048774, 43.30526], [-2.970519, 43.30526], [-2.970519, 43.23803]]]}, 'attributes': {}}","En cualquier momento aparece la policía de la tortilla a detenerme por comerla con pan de molde, aunque sea de un m… https://t.co/V2JrX6CcMS",Jorge,España,Barakaldo,"(-3.048774, 43.23803)",Pais Vasco,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,male,['Productos avícolas']
136,136,136,136,136,241,292,2019-04-05 13:47:21.000,1.1141626137290792e+18,1.1141626137290792e+18,es,"{'id': 'b538938ca48e6ea0', 'url': 'https://api.twitter.com/1.1/geo/id/b538938ca48e6ea0.json', 'place_type': 'city', 'name': 'Torrevieja', 'full_name': 'Torrevieja, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.7611439999999999, 37.94106], [-0.7611439999999999, 38.04835], [-0.647318, 38.04835], [-0.647318, 37.94106]]]}, 'attributes': {}}","@bxniato la segunda la verdad que mola un huevo, de todos los filtros mierdosos del snapchat el segundo te queda muy guapo jajajaaja",,España,Torrevieja,"(-0.7611439999999999, 37.94106)",Comunidad Valenciana,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,male,['Productos lacteos']
137,137,137,137,137,243,294,2019-04-05 13:48:55.000,1.1141630068527432e+18,1.1141630068527432e+18,es,"{'id': 'f6d2bfb23ed5ee92', 'url': 'https://api.twitter.com/1.1/geo/id/f6d2bfb23ed5ee92.json', 'place_type': 'city', 'name': 'Polanco', 'full_name': 'Polanco, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.044291, 43.355336], [-4.044291, 43.40225], [-3.973643, 43.40225], [-3.973643, 43.355336]]]}, 'attributes': {}}","Y seguimos con más #productos locales, en este caso con el #cocidomontañes de nuestros amigos de laermitacantabria… https://t.co/HlZ8vzto8N",De,España,Polanco,"(-4.044291, 43.355336)",Cantabria,yes,['cocido'],202.0,7.69,12.07,15.16,47.0,1.6,male,['Carnes']
138,138,138,138,138,244,296,2019-04-05 13:50:59.000,1.1141635258306232e+18,1.1141635258306232e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","La foto es mala pero el ramo es precioso! Rosmelia crema liofilizada. en Madrid, Spain https://t.co/RmMCQJta8H",Nurileal,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,,['Productos lacteos']
139,139,139,139,139,245,297,2019-04-05 13:51:02.000,1.1141635393280124e+18,1.1141635393280124e+18,es,"{'id': 'c9255531d92de6f5', 'url': 'https://api.twitter.com/1.1/geo/id/c9255531d92de6f5.json', 'place_type': 'city', 'name': 'Villanueva de la Serena', 'full_name': 'Villanueva de la Serena, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.81777, 38.922511], [-5.81777, 39.069728], [-5.63093, 39.069728], [-5.63093, 38.922511]]]}, 'attributes': {}}","@CaraotaDigital Y este se creé ahora juez, ya veremos que dices cuando estés con el unicornio naranja,  eres una rata.",Millita,España,Villanueva de la Serena,"(-5.81777, 38.922511)",Extremadura,yes,"['té', 'naranja']",112.0,19.65,2.3654,3.3,7.0,4.0,,"['Bebidas', 'Frutas']"
140,140,140,140,140,247,299,2019-04-05 13:52:11.000,1.114163827191558e+18,1.114163827191558e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","15:50
Hora perfecta para la primera cerveza.",E,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male,['Bebidas Alcoholicas']
141,141,141,141,141,249,301,2019-04-05 13:53:05.000,1.1141640562801376e+18,1.1141640562801376e+18,es,"{'id': '270941865e47a044', 'url': 'https://api.twitter.com/1.1/geo/id/270941865e47a044.json', 'place_type': 'city', 'name': 'Almoradí', 'full_name': 'Almoradí, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.829075, 38.063374], [-0.829075, 38.130589], [-0.761938, 38.130589], [-0.761938, 38.063374]]]}, 'attributes': {}}","@GregoM99 Nos los comemos, hacemos carne picada con ellos y por eso jamás vuelven jajaja no te jode, lo que hay que leer 😂",JL,España,Almoradí,"(-0.829075, 38.063374)",Comunidad Valenciana,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,male,['Carnes']
142,142,142,142,142,250,302,2019-04-05 13:53:55.000,1.114164266381267e+18,1.114164266381267e+18,es,"{'id': 'cd43ea85d651af92', 'url': 'https://api.twitter.com/1.1/geo/id/cd43ea85d651af92.json', 'place_type': 'city', 'name': 'Bilbao', 'full_name': 'Bilbao, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.98601, 43.213654], [-2.98601, 43.290145], [-2.880325, 43.290145], [-2.880325, 43.213654]]]}, 'attributes': {}}","@_MagivanderMort @TheTheVick Cuando deseéis. Seréis bien recibida con laureles , un banquete y vino. 
Sacrificaré u… https://t.co/kdXfBCfHxF",De,España,Bilbao,"(-2.98601, 43.213654)",Pais Vasco,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,male,['Bebidas Alcoholicas']
143,143,143,143,143,252,304,2019-04-05 13:55:02.000,1.114164546451669e+18,1.114164546451669e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}","#Croquetas de cochinita pibil, guacamole de guisantes,cebolleta roja encurtida, cilantro y lima #foodie #igerszgz… https://t.co/SHMBbd7GRr",Parrilla,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,"['guisante', 'guisantes']",134.0,19.4,1.0,11.2,0.0,6.72,,"['Vegetales', 'Vegetales']"
144,144,144,144,144,254,308,2019-04-05 13:59:02.000,1.114165553332142e+18,1.114165553332142e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","@pulgasagogo @tediosa_miss Por eso me dicen mis colegas CHOCOLATE, espesito que soy.
Aunque ""lo cortés no quita lo… https://t.co/4SIwG06qfX",Daniel,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,"['té', 'CHOCOLATE']",307.33,61.68,32.8954,8.99,27.0,0.53,male,"['Bebidas', 'Dulces']"
145,145,145,145,145,260,317,2019-04-05 14:03:07.000,1.1141665808234332e+18,1.1141665808234332e+18,es,"{'id': '731c9d11275a5436', 'url': 'https://api.twitter.com/1.1/geo/id/731c9d11275a5436.json', 'place_type': 'city', 'name': 'Gijón', 'full_name': 'Gijón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.820977, 43.44168], [-5.820977, 43.577914], [-5.562912, 43.577914], [-5.562912, 43.44168]]]}, 'attributes': {}}",🇪🇸💃🌷 las torrijas españolas se dice que es un postre que se remonta hasta 2000 años atrás a la época de los romanos… https://t.co/j0SuBWDcOe,Geraldine,España,Gijón,"(-5.820977, 43.44168)",Asturias,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,female,"['Cereales y derivados', 'Cereales y derivados']"
