,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Gender,Categorías
239,239,239,239,239,428,512,2019-04-05 16:29:43.000,1.1142034742821274e+18,1.1142034742821274e+18,es,"{'id': 'a603498b4becb63f', 'url': 'https://api.twitter.com/1.1/geo/id/a603498b4becb63f.json', 'place_type': 'city', 'name': 'Castuera', 'full_name': 'Castuera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.641798, 38.643424], [-5.641798, 38.934644], [-5.327298, 38.934644], [-5.327298, 38.643424]]]}, 'attributes': {}}","@BlueRidingHood1 @PucadePrusia Pues como sea como la gurú suprema del veganismo que la ""pillaron"" comiendo pescado!… https://t.co/0LHuCgMNhZ",RMRF,España,Castuera,"(-5.641798, 38.643424)",Cataluña,yes,['pescado'],96.0,0.0,1.6,20.1,53.6,0.0,,"['Pescado, moluscos y marisco']"
240,240,240,240,240,429,513,2019-04-05 16:29:54.000,1.1142035195176388e+18,1.1142035195176388e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@pajaritoporaqui 🤤🤤🤤
(Aunque yo soy más del cookie dough) 😍",Vicen,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cookie'],491.0,64.3,22.92,6.2,88.0,1.8,male,['Dulces']
241,241,241,241,241,431,515,2019-04-05 16:30:52.000,1.1142037621791008e+18,1.1142037621791008e+18,es,"{'id': '2b53b3439c29b85b', 'url': 'https://api.twitter.com/1.1/geo/id/2b53b3439c29b85b.json', 'place_type': 'city', 'name': 'San Sebastián', 'full_name': 'San Sebastián, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.086689, 43.217639], [-2.086689, 43.338104], [-1.888733, 43.338104], [-1.888733, 43.217639]]]}, 'attributes': {}}","Soy quesero , este del Ganbara        #queso #quesodeidiazabal   #win #wine… https://t.co/axfP1kIzlo",JOAQUIN,España,San Sebastián,"(-2.086689, 43.217639)",Madrid,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,male,['Productos lacteos']
242,242,242,242,242,433,518,2019-04-05 16:32:19.000,1.114204126106325e+18,1.114204126106325e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",TORRIJAS TUPPERWARE EN EL MICROONDAS EN SOLO 10 MINUTOS https://t.co/VKsBOoG59g vía @zampatelmundo,Blog,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['TORRIJA', 'TORRIJAS']",472.0,36.62,32.0,10.12,176.0,2.0,,"['Cereales y derivados', 'Cereales y derivados']"
243,243,243,243,243,435,520,2019-04-05 16:33:48.000,1.1142044999529718e+18,1.1142044999529718e+18,es,"{'id': '0fe076ed7159129b', 'url': 'https://api.twitter.com/1.1/geo/id/0fe076ed7159129b.json', 'place_type': 'city', 'name': 'La Carlota', 'full_name': 'La Carlota, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.015235, 37.598142], [-5.015235, 37.729694], [-4.861532, 37.729694], [-4.861532, 37.598142]]]}, 'attributes': {}}",Excelentes #espárragos #ecológicos de nuestra finca experimental La Añoreta @econatur_ https://t.co/XuGiYIbXU2,Fernando,España,La Carlota,"(-5.015235, 37.598142)",Andalucía,yes,"['menta', 'espárragos']",68.0,8.7,1.03,5.699999999999999,0.0,7.8,male,"['Hierbas y especias', 'Vegetales']"
244,244,244,244,244,439,524,2019-04-05 16:36:00.000,1.1142050556101632e+18,1.1142050556101632e+18,es,"{'id': '3a9c654a445000f6', 'url': 'https://api.twitter.com/1.1/geo/id/3a9c654a445000f6.json', 'place_type': 'city', 'name': 'Getafe', 'full_name': 'Getafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.761318, 40.266415], [-3.761318, 40.334686], [-3.570016, 40.334686], [-3.570016, 40.266415]]]}, 'attributes': {}}",@extinguida1 Madre mía ya empezamos con las torrijas,Juan,España,Getafe,"(-3.761318, 40.266415)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,male,"['Cereales y derivados', 'Cereales y derivados']"
245,245,245,245,245,440,525,2019-04-05 16:38:25.000,1.1142056615109304e+18,1.1142056615109304e+18,es,"{'id': '84809564179ffb21', 'url': 'https://api.twitter.com/1.1/geo/id/84809564179ffb21.json', 'place_type': 'city', 'name': 'Barakaldo', 'full_name': 'Barakaldo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.048774, 43.23803], [-3.048774, 43.30526], [-2.970519, 43.30526], [-2.970519, 43.23803]]]}, 'attributes': {}}",Acabo de oír en el metro como un pavo contaba que mató a un perro de una patada y cómo la dueña le insultaba. Te in… https://t.co/sfPLuYMcLA,Penny,España,Barakaldo,"(-3.048774, 43.23803)",Madrid,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,female,['Productos avicolas']
246,246,246,246,246,442,527,2019-04-05 16:42:16.000,1.1142066297742788e+18,1.1142066297742788e+18,es,"{'id': '5ad003e559cee757', 'url': 'https://api.twitter.com/1.1/geo/id/5ad003e559cee757.json', 'place_type': 'city', 'name': 'Girona', 'full_name': 'Girona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.782826, 41.939177], [2.782826, 42.02977], [2.8979749999999997, 42.02977], [2.8979749999999997, 41.939177]]]}, 'attributes': {}}","❓Esta semana toca parrillada 🔥 de carne 🥩🍗🍖🥓❓ 
.
.
Te damos unos consejitos 👩‍⚕️🍎 por aquí:
.
🍏 Evita que se ""chamu… https://t.co/ivb9JbLp3r",NutriClinica,España,Girona,"(2.782826, 41.939177)",Cataluña,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,,['Carnes']
247,247,247,247,247,443,528,2019-04-05 16:42:28.000,1.1142066796321752e+18,1.1142066796321752e+18,es,"{'id': '358220cb0584bbe3', 'url': 'https://api.twitter.com/1.1/geo/id/358220cb0584bbe3.json', 'place_type': 'city', 'name': 'Cádiz', 'full_name': 'Cádiz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.317663, 36.441775], [-6.317663, 36.543179], [-6.225463, 36.543179], [-6.225463, 36.441775]]]}, 'attributes': {}}",@salvameoficial Si estoy con Kiko desde luego una villanía de niños famosos que no valen un pimiento y se gastan el… https://t.co/Q4s56u5hZ1,carmen,España,Cádiz,"(-6.317663, 36.441775)",Andalucía,yes,[],0.0,0.0,0.0,0.0,0.0,0.0,female,[]
248,248,248,248,248,444,529,2019-04-05 16:42:59.000,1.1142068098904064e+18,1.1142068098904064e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",@rarehero2K El chorizo de la abuela ¿Maggie? Se vino a vivir a España en los 60? Era Ye-Yé y en realidad se llamaba… https://t.co/S3xqX2KcYP,Bruno,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,"['vino', 'chorizo']",394.0,2.1999999999999997,23.1,27.23,72.6,0.0,male,"['Bebidas Alcoholicas', 'Carnes']"
249,249,249,249,249,445,530,2019-04-05 16:44:30.000,1.1142071915050188e+18,1.1142071915050188e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}","Pedazo de bogavante nacional que van a dar todo su carácter a un pedazo de arroz que nos vamos a marcar!!!!!!!! 
🦞🦞… https://t.co/wlfp8DPVzn",,España,Granada,"(-3.699796, 37.135903)",Andalucía,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,male,['Cereales y derivados']
250,250,250,250,250,446,531,2019-04-05 16:45:15.000,1.1142073830210806e+18,1.1142073830210806e+18,es,"{'id': '60cccc0c755af900', 'url': 'https://api.twitter.com/1.1/geo/id/60cccc0c755af900.json', 'place_type': 'city', 'name': 'La Línea de la Concepción', 'full_name': 'La Línea de la Concepción, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.370787, 36.154028], [-5.370787, 36.246539], [-5.310636, 36.246539], [-5.310636, 36.154028]]]}, 'attributes': {}}",@ElenaDeTroya95 Te vas a poner gorda tanta tarta,s,España,La Línea de la Concepción,"(-5.370787, 36.154028)",Andalucía,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,male,['Dulces']
251,251,251,251,251,447,532,2019-04-05 16:45:20.000,1.114207403220906e+18,1.114207403220906e+18,es,"{'id': '87430062a57866bb', 'url': 'https://api.twitter.com/1.1/geo/id/87430062a57866bb.json', 'place_type': 'city', 'name': 'Motril', 'full_name': 'Motril, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.567057, 36.693395], [-3.567057, 36.791861], [-3.4098509999999997, 36.791861], [-3.4098509999999997, 36.693395]]]}, 'attributes': {}}",Buen café y deliciosa tarta... en Ágora Café y Cultura https://t.co/tGegHuLFP3,name,España,Motril,"(-3.567057, 36.693395)",Andalucía,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,,['Dulces']
252,252,252,252,252,448,533,2019-04-05 16:45:50.000,1.1142075277454868e+18,1.1142075277454868e+18,es,"{'id': '266278c7decc8fa1', 'url': 'https://api.twitter.com/1.1/geo/id/266278c7decc8fa1.json', 'place_type': 'city', 'name': 'Manises', 'full_name': 'Manises, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.5292129999999999, 39.482728], [-0.5292129999999999, 39.524912], [-0.446704, 39.524912], [-0.446704, 39.482728]]]}, 'attributes': {}}",Me conformaría con molar la mitad que este pato.,Migue,España,Manises,"(-0.5292129999999999, 39.482728)",Andalucía,yes,['pato'],138.0,0.0,6.5,19.7,110.0,0.0,male,['Productos avicolas']
253,253,253,253,253,450,535,2019-04-05 16:48:14.000,1.1142081340573532e+18,1.1142081340573532e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}","@the_raven77 Es lo que tiene esnifar el ColaCao por la mañana o ponerte mayonesa caducada en vena, que despues el s… https://t.co/p13oAkp0af",Pas,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,"['mayonesa', 'ColaCao']",674.0,166.8,30.5,7.8,50.0,7.8,male,"['Grasas y aceites', 'Dulces']"
254,254,254,254,254,451,536,2019-04-05 16:49:01.000,1.114208329184809e+18,1.114208329184809e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}",@elespanolcom Y un cachabón de almendras!!!!  Ale!!!,Oscar,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,"['almendras', 'almendra']",1245.0,16.7,101.47,31.13,0.0,16.560000000000002,male,"['Frutos secos', 'Frutos secos']"
255,255,255,255,255,453,539,2019-04-05 16:52:52.000,1.1142093008875396e+18,1.1142093008875396e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@Spain_Israel_5 En el barrio armenio me tomé un helado.,José,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,male,['Productos lacteos']
256,256,256,256,256,454,540,2019-04-05 16:53:48.000,1.1142095344893706e+18,1.1142095344893706e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Porque a nadie le amarga un dulce... les presentamos nuestra TARTA 8 PRIMAVERAS: masa brisa, crema de limón, crema… https://t.co/RpUDOGDOby",OCHO,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,"['TARTA', 'crema']",560.0,71.5,25.56,10.100000000000001,221.3,1.5,male,"['Dulces', 'Productos lacteos']"
257,257,257,257,257,456,542,2019-04-05 16:56:04.000,1.1142101049566044e+18,1.1142101049566044e+18,es,"{'id': '801117f099b1b389', 'url': 'https://api.twitter.com/1.1/geo/id/801117f099b1b389.json', 'place_type': 'city', 'name': 'Esplugues de Llobregat', 'full_name': 'Esplugues de Llobregat, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.074665, 41.365949], [2.074665, 41.394295], [2.103438, 41.394295], [2.103438, 41.365949]]]}, 'attributes': {}}",@EvaFarto Conceptos diferentes: sopa o caldo. Con sopa mola más equilibrado. Con caldo mola más caldo para no matar el sabor 😋🤗,Junomap,España,Esplugues de Llobregat,"(2.074665, 41.365949)",Andalucía,yes,['sopa'],321.0,58.24,4.34,10.99,74.0,2.2,,['Sopas']
258,258,258,258,258,459,545,2019-04-05 16:57:53.000,1.1142105628655985e+18,1.1142105628655985e+18,es,"{'id': '45740a97231f1404', 'url': 'https://api.twitter.com/1.1/geo/id/45740a97231f1404.json', 'place_type': 'city', 'name': 'Coomonte', 'full_name': 'Coomonte, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.846694, 42.094048], [-5.846694, 42.129864], [-5.792809, 42.129864], [-5.792809, 42.094048]]]}, 'attributes': {}}","@Earco1977 @eduardoinda Sabes, yo manzanas también traigo.",Ortiz,España,Coomonte,"(-5.846694, 42.094048)",Andalucía,yes,"['manzanas', 'manzana']",100.0,48.0,0.0,0.6,0.0,4.0,female,"['Frutas', 'Frutas']"
259,259,259,259,259,461,547,2019-04-05 16:59:14.000,1.1142109022896497e+18,1.1142109022896497e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","Y es como: chica esto con una crema se trata, no es una enfermedad mortal pero oye si quieres sufrirlo tú por ser un poco tonti",Melon,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,female,['Productos lacteos']
260,260,260,260,260,463,549,2019-04-05 17:00:19.000,1.1142111736568218e+18,1.1142111736568218e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@iepaba2 Tiene 15 libros sobre el tema. De la editorial mis cojones en vinagre y Falange asociados.,Angel,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['vinagre'],4.0,0.6,0.0,0.4,0.0,0.0,male,['Salsas']
261,261,261,261,261,464,550,2019-04-05 17:00:38.000,1.1142112535122289e+18,1.1142112535122289e+18,es,"{'id': '813fb043a97b640c', 'url': 'https://api.twitter.com/1.1/geo/id/813fb043a97b640c.json', 'place_type': 'city', 'name': 'Tavernes Blanques', 'full_name': 'Tavernes Blanques, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.372342, 39.502083], [-0.372342, 39.512704], [-0.35638, 39.512704], [-0.35638, 39.502083]]]}, 'attributes': {}}","@UPYD @Cristiano_Brown @CiudadanosCs El color naranja y el magenta, si se juntan se forma el color merde.",Pedro,España,Tavernes Blanques,"(-0.372342, 39.502083)",Madrid,yes,['naranja'],76.0,17.2,0.0,1.6,0.0,4.0,male,['Frutas']
262,262,262,262,262,466,552,2019-04-05 17:01:26.000,1.114211455962878e+18,1.114211455962878e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Ese día en que te provoca chocolate 🍫 prácticamente cada minuto... #myday #miestadoactual,Beatriz,Spain,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,female,['Dulces']
263,263,263,263,263,467,553,2019-04-05 17:01:41.000,1.1142115161469542e+18,1.1142115161469542e+18,es,"{'id': '935d946682cab2e1', 'url': 'https://api.twitter.com/1.1/geo/id/935d946682cab2e1.json', 'place_type': 'city', 'name': 'Huelva', 'full_name': 'Huelva, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.005353, 37.107832], [-7.005353, 37.367499], [-6.832013, 37.367499], [-6.832013, 37.107832]]]}, 'attributes': {}}",Pero mi jefe estaba de buen humor así que se ha puesto a pelar patatas y gambas mientras yo preparaba las cosas para el mediodía.,Ólishka,España,Huelva,"(-7.005353, 37.107832)",Andalucía,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,,['Vegetales']
264,264,264,264,264,471,558,2019-04-05 17:04:53.000,1.1142123238944728e+18,1.1142123238944728e+18,es,"{'id': 'dbf989427f114112', 'url': 'https://api.twitter.com/1.1/geo/id/dbf989427f114112.json', 'place_type': 'city', 'name': 'Alcorcón', 'full_name': 'Alcorcón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.879085, 40.324045], [-3.879085, 40.402915], [-3.788113, 40.402915], [-3.788113, 40.324045]]]}, 'attributes': {}}","Migas con Vela Ibérica Bellota Guijuelo @IbericosAM, un plato de cris 💕💏
#chorizo #chorizos #embutidos #iberico… https://t.co/3yrNTYlIWb",JamonOnline,España,Alcorcón,"(-3.879085, 40.324045)",Castilla y León,yes,['chorizo'],323.0,1.9,23.1,27.0,72.6,0.0,,['Carnes']
265,265,265,265,265,472,559,2019-04-05 17:05:35.000,1.1142124980293263e+18,1.1142124980293263e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Malaga', 'full_name': 'Malaga, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","@sloydev Las galletas las hace @StaMcGrady, yo intento hacer código 🤣",Sergi,Spain,Malaga,"(-4.587928, 36.635585)",Madrid,yes,['galletas'],483.0,64.31,21.77,6.76,50.17,3.21,male,['Dulces']
266,266,266,266,266,473,561,2019-04-05 17:07:58.000,1.11421310093944e+18,1.11421310093944e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Alguien quiere unos huevos benedict para desayunar mañana? ☝🏻 Porque la salsa holandesa tiene su truco y mañana en… https://t.co/1QiSh5cH3E,Apetit,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['huevo', 'salsa']",249.45499999999998,9.82,27.14,16.43,403.06,1.14,,"['Productos lacteos', 'Sopas']"
267,267,267,267,267,474,562,2019-04-05 17:09:06.000,1.114213384537432e+18,1.114213384537432e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Me encantó mi postre, mantequilla de almendra con canela (homemade), plátano y chocolate  sin azúcar.. me hace muy… https://t.co/4df2RI7e7K",Jessica,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['plátano', 'chocolate', 'mantequilla', 'canela', 'mantequilla de almendra', 'almendra']",2525.33,211.54,204.48000000000002,42.769999999999996,126.0,70.15,female,"['Frutas', 'Dulces', 'Productos lacteos', 'Hierbas y especias', 'Frutos secos', 'Frutos secos']"
268,268,268,268,268,475,563,2019-04-05 17:09:37.000,1.114213512958677e+18,1.114213512958677e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@CarolinaSobeOfi Que asco de mujer y que rastrera todo por la pasta,rosa,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,female,['Cereales y derivados']
269,269,269,269,269,476,565,2019-04-05 17:10:45.000,1.1142138004236943e+18,1.1142138004236943e+18,es,"{'id': '5b8c839c96b6f355', 'url': 'https://api.twitter.com/1.1/geo/id/5b8c839c96b6f355.json', 'place_type': 'city', 'name': 'Santo Domingo de Pirón', 'full_name': 'Santo Domingo de Pirón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.015284, 40.958538], [-4.015284, 41.0549], [-3.890471, 41.0549], [-3.890471, 40.958538]]]}, 'attributes': {}}",@mistermorefood Tu el presidente de la asociación de amigos de la tarta de queso 😜,La,España,Santo Domingo de Pirón,"(-4.015284, 40.958538)",Andalucía,yes,"['queso', 'tarta']",851.0,49.71,54.2,40.970000000000006,175.7,1.2,female,"['Productos lacteos', 'Dulces']"
270,270,270,270,270,478,567,2019-04-05 17:11:21.000,1.114213952081232e+18,1.114213952081232e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}",@schlmm2011 Un manchao o leche asustá le digo yo 🤣🤣🤣,clari,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,female,['Productos lacteos']
271,271,271,271,271,479,568,2019-04-05 17:11:31.000,1.1142139904550298e+18,1.1142139904550298e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","El viernes es ideal para visitar @bahia_taberna

La cosa comienza con oreja con salsa brava, continúa con lentejas… https://t.co/ttlA057NAx",Avelio,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['salsa', 'lentejas']",432.455,64.32,17.74,26.93,18.06,12.34,,"['Sopas', 'Legumbres']"
272,272,272,272,272,480,569,2019-04-05 17:11:39.000,1.1142140238584012e+18,1.1142140238584012e+18,es,"{'id': '986a36434140579c', 'url': 'https://api.twitter.com/1.1/geo/id/986a36434140579c.json', 'place_type': 'city', 'name': 'Alcantarilla', 'full_name': 'Alcantarilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.274545, 37.943287], [-1.274545, 37.990642], [-1.190377, 37.990642], [-1.190377, 37.943287]]]}, 'attributes': {}}",@OCervantesRos @Rutafor_Oficial Jajaja poco a poco!!! También puedes ir pillar dorsal y tomarte una cerveza con una… https://t.co/Ix0NHCiYQ2,FRANCO,España,Alcantarilla,"(-1.274545, 37.943287)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,male,['Bebidas Alcoholicas']
