coordinates,created_at,geo,id,id_str,lang,place,text,user
,2019-04-18 19:36:39.000,,1.1189615591103324e+18,1.1189615591103324e+18,es,"{'id': '0010b4cb51ca93d8', 'url': 'https://api.twitter.com/1.1/geo/id/0010b4cb51ca93d8.json', 'place_type': 'city', 'name': 'Santiago', 'full_name': 'Santiago, Chile', 'country_code': 'CL', 'country': 'Chile', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-70.692959, -33.478574], [-70.692959, -33.425749], [-70.626272, -33.425749], [-70.626272, -33.478574]]]}, 'attributes': {}}",@marceloandresds Al. Meme Pavo,"{'id': 89756839, 'id_str': '89756839', 'name': '😎Erick.♏ë', 'screen_name': 'ErHoT', 'location': 'Santiago de Chile', 'url': 'https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS?si=VSzMs_NtQWyU6xJcKpHwNw', 'description': 'Fighter de la vida,  Apasionado por naturaleza,  tan irónico como este mundo. ♏ë/ INSTAGRAM: @erhot', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1303, 'friends_count': 1218, 'listed_count': 8, 'favourites_count': 58378, 'statuses_count': 21489, 'created_at': 'Fri Nov 13 18:08:27 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '294B44', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '70322D', 'profile_sidebar_border_color': 'FF0026', 'profile_sidebar_fill_color': 'EB0729', 'profile_text_color': 'B8192A', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1117940110740328448/P9G-Zryy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1117940110740328448/P9G-Zryy_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/89756839/1548869429', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:36:41.000,,1.1189615671927684e+18,1.1189615671927684e+18,es,"{'id': '00568b6015ec5bd0', 'url': 'https://api.twitter.com/1.1/geo/id/00568b6015ec5bd0.json', 'place_type': 'city', 'name': 'Villa San Lorenzo', 'full_name': 'Villa San Lorenzo, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-65.506553, -24.767379], [-65.506553, -24.725541], [-65.462939, -24.725541], [-65.462939, -24.767379]]]}, 'attributes': {}}","@VoteCerebro Les importa un pepino al descerebrado,  psicópata.  

#MacriEsPobrezaYHambre 
#MacriEsHitler","{'id': 1076989586964967425, 'id_str': '1076989586964967425', 'name': ""Delfi's4"", 'screen_name': 'S4Delfi', 'location': 'Argentina', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 559, 'friends_count': 844, 'listed_count': 0, 'favourites_count': 14130, 'statuses_count': 20594, 'created_at': 'Sun Dec 23 23:55:01 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1080970117112942592/pLeyTf-f_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1080970117112942592/pLeyTf-f_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:36:47.000,,1.118961592119509e+18,1.118961592119509e+18,es,"{'id': '0150459b5095a59f', 'url': 'https://api.twitter.com/1.1/geo/id/0150459b5095a59f.json', 'place_type': 'city', 'name': 'Concepción', 'full_name': 'Concepción, Chile', 'country_code': 'CL', 'country': 'Chile', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-73.091398, -36.923936], [-73.091398, -36.760435], [-72.845604, -36.760435], [-72.845604, -36.923936]]]}, 'attributes': {}}",@patriciosainzr La paciencia Pato para responderle a esta gente.,"{'id': 4519765815, 'id_str': '4519765815', 'name': 'Juan Pablo', 'screen_name': 'jpgohuaso', 'location': 'Santiago, Chile', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 109, 'friends_count': 207, 'listed_count': 3, 'favourites_count': 4376, 'statuses_count': 8132, 'created_at': 'Fri Dec 18 01:52:30 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1046290830502363136/KQkrOJWQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1046290830502363136/KQkrOJWQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4519765815/1450403946', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:36:51.000,,1.1189616099285238e+18,1.1189616099285238e+18,es,"{'id': '07d9e61320088000', 'url': 'https://api.twitter.com/1.1/geo/id/07d9e61320088000.json', 'place_type': 'poi', 'name': 'Mercado de Carrillo Puerto', 'full_name': 'Mercado de Carrillo Puerto', 'country_code': 'MX', 'country': 'México', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-88.044492, 19.580563], [-88.044492, 19.580563], [-88.044492, 19.580563], [-88.044492, 19.580563]]]}, 'attributes': {}}","Comer en los mercaditos siempre será bien delicioso, digo, buscaré un baño en 5 minutos 😂 pero mi empanada de queso de bola estuvo sabrosa.","{'id': 130959201, 'id_str': '130959201', 'name': 'Paloma Aguīlar•', 'screen_name': 'Paloma_MAguilar', 'location': 'Cancún, Quintana Roo.', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 437, 'friends_count': 287, 'listed_count': 0, 'favourites_count': 392, 'statuses_count': 14298, 'created_at': 'Thu Apr 08 21:24:24 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'E82181', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1106401792768774145/2f_a9SHz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1106401792768774145/2f_a9SHz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/130959201/1552621719', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:36:55.000,,1.1189616272845046e+18,1.1189616272845046e+18,es,"{'id': '211f15d1b1a0f8d5', 'url': 'https://api.twitter.com/1.1/geo/id/211f15d1b1a0f8d5.json', 'place_type': 'city', 'name': 'Vitoria-Gasteiz', 'full_name': 'Vitoria-Gasteiz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.853491, 42.764559], [-2.853491, 42.936667], [-2.54372, 42.936667], [-2.54372, 42.764559]]]}, 'attributes': {}}",@Joshi_wow @cathal_92 @IFZGZ Que bien! Gente a la que no le gusta el chocolate.. Ya no me siento tan solo,"{'id': 210968416, 'id_str': '210968416', 'name': 'Llamame J', 'screen_name': 'Jhoonaat', 'location': 'Syberia-Gasteiz', 'url': 'http://Instagram.com/jhoonaat', 'description': 'Soy Aragorn hijo de Arathorn heredero de Isildur.. Pero puedes llamarme J.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2632, 'friends_count': 970, 'listed_count': 29, 'favourites_count': 61282, 'statuses_count': 60047, 'created_at': 'Mon Nov 01 22:55:25 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '131516', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1111894058253860869/pYq2JhUj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1111894058253860869/pYq2JhUj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/210968416/1523649887', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
"{'type': 'Point', 'coordinates': [9.16371179, 45.48562682]}",2019-04-18 19:37:15.000,"{'type': 'Point', 'coordinates': [45.48562682, 9.16371179]}",1.1189617091236824e+18,1.1189617091236824e+18,es,"{'id': '1ea588c12abd39d7', 'url': 'https://api.twitter.com/1.1/geo/id/1ea588c12abd39d7.json', 'place_type': 'city', 'name': 'Milán', 'full_name': 'Milán, Lombardía', 'country_code': 'IT', 'country': 'Italia', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]}, 'attributes': {}}","Una de mis #verduras #favoritas 🤗🍅🌶🍆🍊🍋😍

#babyartichokes #alcachofas #carciofini #deli

#i❤ #markets and #freshfood… https://t.co/UxXXtG9APg","{'id': 222503070, 'id_str': '222503070', 'name': 'Mariela Velasco', 'screen_name': 'ultravioletlamb', 'location': 'Italia-México', 'url': 'http://www.botanicadeproyectos.org', 'description': 'Gypsy love | Viva la dolce vita       \n#botanicadeproyectos', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 218, 'friends_count': 379, 'listed_count': 8, 'favourites_count': 74, 'statuses_count': 1163, 'created_at': 'Fri Dec 03 16:20:39 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '038543', 'profile_sidebar_border_color': '332533', 'profile_sidebar_fill_color': 'EAF6F7', 'profile_text_color': '4A2149', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/689931769357942784/tSI1RRXh_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/689931769357942784/tSI1RRXh_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/222503070/1453326620', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:37:36.000,,1.1189617957696143e+18,1.1189617957696143e+18,es,"{'id': '017f47ab29a7772a', 'url': 'https://api.twitter.com/1.1/geo/id/017f47ab29a7772a.json', 'place_type': 'city', 'name': 'Formosa', 'full_name': 'Formosa, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-58.238548, -26.209999], [-58.238548, -26.113228], [-58.142021, -26.113228], [-58.142021, -26.209999]]]}, 'attributes': {}}",Noah Centineo está más bueno que comer pollo con la mano https://t.co/HfnoEou7Ba,"{'id': 1074377339751022597, 'id_str': '1074377339751022597', 'name': 'gisel gomezz 💮', 'screen_name': 'Giselgomezz', 'location': 'Argentina, formosa capital', 'url': None, 'description': 'lento camino a ser influencer💮\nmi ig es una Mierda⚡️\nmi meta: tomar una jarra de tereré sin mear cada rato y 1000seguidores acá y en ig💮\nme recomendas?↗️', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 41, 'friends_count': 40, 'listed_count': 0, 'favourites_count': 629, 'statuses_count': 572, 'created_at': 'Sun Dec 16 18:54:53 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1114914996956409859/V7PFsejO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1114914996956409859/V7PFsejO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1074377339751022597/1549067751', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:37:36.000,,1.1189617984919224e+18,1.1189617984919224e+18,es,"{'id': 'b08303575ff1d1c7', 'url': 'https://api.twitter.com/1.1/geo/id/b08303575ff1d1c7.json', 'place_type': 'city', 'name': 'Alcalá de Guadaíra', 'full_name': 'Alcalá de Guadaíra, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.944403, 37.187197], [-5.944403, 37.389907], [-5.649078, 37.389907], [-5.649078, 37.187197]]]}, 'attributes': {}}","@pablofluiters Completamente de acuerdo, salvo que entre los pijoprogres que defienden la SS porque PATATAS también hay ""antiposmos""...","{'id': 2574382174, 'id_str': '2574382174', 'name': 'Enrique Domínguez', 'screen_name': 'edominguez1973', 'location': 'Ubicación conocida por Google', 'url': None, 'description': 'Arqueólogo, lector compulsivo y buscando su lugar en el mundo', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 108, 'friends_count': 342, 'listed_count': 2, 'favourites_count': 3634, 'statuses_count': 5883, 'created_at': 'Sat May 31 20:23:11 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/472837826506407937/8xzXJ3cW_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/472837826506407937/8xzXJ3cW_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2574382174/1401568296', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:37:57.000,,1.1189618865974724e+18,1.1189618865974724e+18,es,"{'id': '4afa2757051c5192', 'url': 'https://api.twitter.com/1.1/geo/id/4afa2757051c5192.json', 'place_type': 'admin', 'name': 'Buenos Aires', 'full_name': 'Buenos Aires, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-63.39386, -41.035009], [-63.39386, -33.260144], [-56.665836, -33.260144], [-56.665836, -41.035009]]]}, 'attributes': {}}","""chicos cierra mostaza estos 2 días porque la gente no come carne""- seguí soñando Leila","{'id': 255717796, 'id_str': '255717796', 'name': 'Lei Cáceres ✊💚💜', 'screen_name': 'leeicaceres', 'location': 'Tandil, Argentina', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 196, 'friends_count': 157, 'listed_count': 0, 'favourites_count': 677, 'statuses_count': 4707, 'created_at': 'Mon Feb 21 22:45:17 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '5ED4DC', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1098107159622098945/L5Fmd3l6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1098107159622098945/L5Fmd3l6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/255717796/1550644165', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
,2019-04-18 19:38:00.000,,1.1189618975571232e+18,1.1189618975571232e+18,es,"{'id': '01f98b77415d9c8d', 'url': 'https://api.twitter.com/1.1/geo/id/01f98b77415d9c8d.json', 'place_type': 'city', 'name': 'Tamiami', 'full_name': 'Tamiami, FL', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.498029, 25.726759], [-80.498029, 25.789836], [-80.383636, 25.789836], [-80.383636, 25.726759]]]}, 'attributes': {}}","La avena le debe dar una rextura exquisita
Las haré 
Gracias","{'id': 2948601040, 'id_str': '2948601040', 'name': 'Tere Ponce de Leon', 'screen_name': 'EFPoncedeLeon', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 838, 'friends_count': 1513, 'listed_count': 17, 'favourites_count': 37530, 'statuses_count': 82821, 'created_at': 'Mon Dec 29 05:36:05 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/569318379732103168/tZTDDAmG_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/569318379732103168/tZTDDAmG_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2948601040/1424571053', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}"
